ID,P.Value
TMBIM6,0.00632718721126
CYB5D2,0.006342470505382231
RPL7A,0.006357171372692074
DBR1,0.006358592710148384
NUP54,0.006361225849709703
DEF8,0.006375850292460643
CD14,0.006382032451158264
BTBD7,0.00638542756445218
TRRAP,0.006387594805196024
RAI14,0.006391182098411479
GMIP,0.006391729122945881
MZF1,0.006400702967657698
EIF1AX,0.006408849173360007
PCMTD2,0.006411939403387834
PEX19,0.006432176048566716
FRYL,0.006451965372229274
PECR,0.006459184652419273
ANTXR1,0.006459913298366229
MARS,0.006462736982977667
MAP3K2,0.006479933510954871
ZNF24,0.006481572133790081
SMC1A,0.0065028670377998005
IL2RG,0.0065104599913751076
PLA2G16,0.006521209091733191
ACSF3,0.0065222688790207975
WDR1,0.006526451875794622
LOC729013,0.006527009239051915
GADD45A,0.006532931079867923
AKR1C3,0.006548039815063766
PDAP1,0.00657768185198738
ARMCX3,0.006578988047773023
CD93,0.006579035245793024
LMF2,0.0065870952459052895
TP53TG1,0.006590706029415124
USP5,0.0065911878737655635
FOXN2,0.006591390496608291
THOC2,0.006591678793498668
SGSM2,0.006593697790863101
PIAS1,0.006597775293035218
ABHD14B,0.006598069432170392
TCTN1,0.0066029742180931696
EPS8L2,0.006616212270441762
ZNF343,0.006627188046053923
STK36,0.0066414180155443285
LZIC,0.006645585094283354
IFT57,0.00664797477462573
SNRNP200,0.0066518579102693084
KAT5,0.0066530639653872
"NAPRT1",0.006656293328989275
BACE1,0.006664576680899698
GGPS1,0.006695256091713761
PPP4R1,0.006710599786164535
RMND5B,0.006712431698847099
FIG4,0.006713992429023209
BRMS1L,0.006716295465924407
POC1B,0.0067459417673635435
ZFP64,0.006756541223049697
B9D1,0.006784152619890072
EXTL2,0.006792141289868037
ANO6,0.006796314438598178
MIB2,0.0067975496146552156
IQSEC2,0.0068096158301936575
LPCAT1,0.0068204886447452
CD46,0.006823661401502897
LEPREL4,0.006831807868274888
TRMT61A,0.0068385930506164976
CDKAL1,0.006847248137852275
TELO2,0.006855299493518734
RNASEK,0.006864460094444031
LOH12CR1,0.006888344503595715
DYNC1LI1,0.006942975805823744
ASAH1,0.006970696933719756
SLC45A3,0.006981945271857437
GTF2I,0.006987776345615379
SPG7,0.007002940892563988
NUSAP1,0.007014431126475513
CCDC3,0.0070329358182777855
HNRNPK,0.007049513320329416
IFI44,0.007066803946017847
CHMP5,0.007093433879752865
C2,0.0071075954844815464
LSM7,0.007108665947728113
CD302,0.007118825086811517
RRNAD1,0.0071224301551836575
TPRN,0.007124770629811847
ATAD3B,0.007125778876777992
KIDINS220,0.007139249774842051
NECAP1,0.007170053248652976
GYG1,0.007174746267538256
POLR3A,0.007177060306272487
WIZ,0.0071926779268914245
MRPL4,0.007193182986888708
TRAF3IP1,0.007209615803224858
NNMT,0.007221671032243361
LXN,0.007223563281632958
RPS2,0.00725054784995285
PFAS,0.007254127243109995
AGAP3,0.0072609354257947714
PI4KB,0.007265467182792825
CCDC115,0.00729049665603155
RHOBTB1,0.007301098703228987
IL17RC,0.007307959792821215
ASNS,0.007315968139749916
MAPK1,0.007377027391424614
PHF11,0.007419171988107385
ZNF623,0.007425579119544264
ZNF783,0.00742601888669118
SNX10,0.007437170664814446
PURA,0.007440166527623624
ARMC8,0.007466189189813762
EIF2D,0.007468812289328795
SOWAHC,0.00749297062916359
LOC400027,0.007505369353782946
JMJD4,0.007508890283165642
SOCS2,0.007514002073168844
ACVR1,0.007516921366064331
AGFG1,0.0075440022760798415
KIAA0907,0.007567127097232702
HEATR5B,0.0075759875958483075
STAG1,0.007588079930021918
RPL12,0.007614237785845061
LAGE3,0.007616712557787879
VPS4A,0.0076578884084650516
GTF2E1,0.007659553717162102
HLA-E,0.007677389499035152
RING1,0.007691225481259267
PLAA,0.007726251775622395
KANSL2,0.007741740972565224
SEMA4C,0.007749464940751549
UBE2D4,0.0077627855750314325
PCGF6,0.007766772161492449
PRPF6,0.007782249983236686
RAB30,0.00779306246837905
PCDH1,0.007799812175537025
ACOT8,0.007833048422671178
HSPA14,0.007870261728160213
FLAD1,0.00787436586389941
SEPHS2,0.007885644257271623
NCAPD2,0.007892099265023331
G0S2,0.007903210388469039
MS4A4A,0.00790476746275958
UBE2D2,0.007914451836999849
ABCC10,0.00791663471988545
RCC2,0.007959030634312629
CBR4,0.007985327129289137
ZNF622,0.00800401349405387
ITSN1,0.008008494460590428
IFI6,0.008012768312407574
VRK1,0.008037637245983945
TUBA1C,0.00803987314189269
KIAA1468,0.008046877267681232
TOX4,0.008063761763325003
TMEM184C,0.00808660490457291
SGPP1,0.008089480626368746
DUSP5,0.008116704541208924
ADIPOR2,0.00811934612047366
NOMO2,0.00812365418283712
RBMX2,0.008171010569955981
ANKRD10,0.008214403320551242
SRPK1,0.008216489385338017
PICK1,0.008220188132442538
EEF2K,0.008223804515291894
PMS2P1,0.008246448100696422
AEBP2,0.00825321612017913
ATP5C1,0.008271198037925705
HLA-C,0.008274146031583093
CTBS,0.008277687975313044
TAOK2,0.008278098679881218
UBE2N,0.008286762572473584
JAK1,0.00828835380433357
ZNF26,0.008290231642313298
MIDN,0.008294211564696638
PYCR2,0.008324470749612916
PINX1,0.00832538506366426
NFAT5,0.008394124190802677
EXOC6B,0.00841234137186795
ZNF282,0.008418792307914992
SEC61G,0.008435625555413996
EOGT,0.00843982128226312
CDK11B,0.008442020906502791
ABCB6,0.00844233918490221
FOSL2,0.008476674105403618
PDHA1,0.008502020793483517
RAP1GAP2,0.008537362863449806
BTF3L4,0.008551494527908028
POP7,0.008563307267328124
GTF2H4,0.008623886954236798
TADA3,0.008624150759064145
SIK3,0.008631713898507504
GTF2IRD2B,0.008638733122735866
SNRK,0.008647712370471272
PEAK1,0.008655488797362153
UBE2D3,0.008668691609194083
WDR13,0.008675883168689698
CDC42BPA,0.00868202679735012
TNRC18,0.008688352547220857
SCYL2,0.008803911561822662
FXR1,0.008885576045472274
ITGB1BP1,0.008894078206545489
FBXO34,0.008935468967804469
USP36,0.00896818510569592
LOC401397,0.008969291651272129
ATMIN,0.00897917189677793
MDP1,0.008985009111932916
PRMT5,0.00900956533468209
GCC2,0.009026240820159948
RCOR1,0.009027016767520393
KIAA0494,0.009040196165431304
AK3,0.009042452399076433
KIAA0101,0.00906540823080871
SNX2,0.009068573935250124
HMGXB4,0.009084067806767652
CFB,0.009104857874332763
SMG6,0.009111368333223645
POM121,0.00911590158086839
PFKM,0.009135662693486797
ASTE1,0.009151833881350479
NDUFA9,0.009194784741888598
DHRS7,0.009202915775116985
NUP153,0.009203602903538994
PKNOX1,0.00922347015972975
SLC16A1,0.009224072603222498
GPI,0.00926075045492692
NT5DC2,0.009266964328808264
CCS,0.009279055128046004
CDK7,0.00929384713994652
SDR39U1,0.009307313314207956
NDN,0.0093176510267461
SH3D19,0.009357976643022866
RABGAP1L,0.009358303348914073
KIAA0226L,0.009388002655585764
CTNS,0.009413173231164524
KATNA1,0.009418073281833677
PHLDB1,0.009421821665464673
DOCK1,0.009436903596876512
PIGG,0.009447565534892335
TLCD1,0.009451801584276272
ARPC1B,0.009458980240831152
CCNG1,0.009462317156217625
FOXJ3,0.009463065480956588
ARL6IP5,0.009480088297255709
KLF10,0.009483721789156374
CCDC71,0.009496215962904713
VASP,0.009496355019047739
IMPDH2,0.009513582063120942
GFER,0.009514576230601394
CORO1B,0.009542874207425903
GALNS,0.00955507894724299
RYBP,0.009612473165559663
CEP170,0.009635234251369425
KIAA0317,0.009636770978379052
PRMT2,0.009638135642752902
CAMTA1,0.00964006045666455
EMD,0.00965191681759085
CCNT2,0.009658522969098875
RUFY1,0.00970498527018068
SLC37A1,0.009714572187781836
EIF4G3,0.009728480164535628
TNFSF12,0.009733143887387318
GALT,0.009741002055688557
CCDC28A,0.009756524262612708
DOCK9,0.00976556542518504
CASP2,0.009801313673410963
USP33,0.009826453199353057
ZYX,0.009837262548945479
DNAJC13,0.009845985247012672
TTC9C,0.0099009000615840545
SNX33,0.009937058184382896
WWOX,0.009938267971416666
ZDHHC4,0.009955335391496263
PRPS2,0.009961735937434227
IMP4,0.00997334655290245
RPAP2,0.00999969322817252
BAZ1B,0.010015227230321465
PGK1,0.01005078410179517
ESYT1,0.010077453120617709
MBNL2,0.010095401086729763
RP9,0.010096003199872966
ST3GAL4,0.010110864056540736
POC1A,0.010118553738022146
PTTG1,0.010126430481267976
PPARA,0.010162838592256165
RNPC3,0.010195579173508015
GEMIN8,0.010201552119178612
EDC4,0.01020974665352426
MTA2,0.010234193246271102
ZBTB17,0.010248998254142801
MRPL9,0.010277338059671199
SRXN1,0.010293210596700055
DHX35,0.010310096561433443
PHF23,0.010318749700750406
ANAPC16,0.01033517758312238
TNFSF13,0.010347460058198756
ERH,0.01035826754865517
"NAPG",0.0103623309314716
PPP1R21,0.010362923693195416
PIGM,0.010378700945663115
WDR36,0.010385791644448838
MED30,0.010396271769964183
DNTTIP2,0.010425444111247165
PPFIBP1,0.010433486632658862
DLD,0.0104859562641436
KLHL18,0.010538732741830054
ARNT,0.01056926646518606
FN1,0.010618356411694823
ZNF764,0.010620029571560313
ALG14,0.010631678124974656
MTMR6,0.010662839969220586
MCCC1,0.010674408039831825
SYPL1,0.010676738108976281
GLB1L,0.010681168380762569
LPIN2,0.010700549001175574
PAPD7,0.010730912297719004
CDK2AP1,0.010734045746109989
PXN,0.010753971665491488
TUT1,0.010754279263669283
FBXO3,0.010760493339090581
USP14,0.010809940597065533
EGFR,0.010852535146051945
ZNF383,0.010858973696135487
FTSJD2,0.010868813956342155
TNFAIP8,0.010879495712915774
FBXL19,0.010959510773110623
PPARG,0.010963252457451994
EIF2AK1,0.01098413187673234
MAPRE3,0.011025073435262343
GORASP2,0.011069301560797808
GTF2H5,0.011075365518709118
AMMECR1L,0.011077698183634063
CPQ,0.011097209599589302
DCN,0.011118613686688962
DCHS1,0.01113442309044203
RPL35A,0.011151965858556568
HCLS1,0.011168204443765041
PIK3C3,0.011193995963717642
FLVCR1,0.01122249573378344
MPG,0.011251888148619545
TOPBP1,0.01126416733188953
AKAP10,0.011275626250268202
CD4,0.011334790811812438
RBL2,0.011349282259727539
TDRD7,0.011356264782291101
RND3,0.011403721946526328
SFXN5,0.01142725523691191
PDE7A,0.01143284362840017
PFKL,0.011461603267812695
ZNF48,0.011463180059500349
TACC3,0.0114721492987084
SMAP2,0.011499475101673555
RPL17,0.011499822915249935
ITGA3,0.01153022485317484
LAMC1,0.011532778165693968
ZFP41,0.011573649764221879
POLR2C,0.011584723443956916
MED1,0.0115884904254745
TTL,0.011601427186428313
PIAS2,0.011656840813330934
PARVB,0.011658702997209357
SPG21,0.011689651087128997
MRPL52,0.011693891638460166
NMI,0.011702924984986285
PPP1R12C,0.011715426158842912
TMOD3,0.01172004226103663
KIAA1143,0.011720950590534799
SAT2,0.01173041265209603
MOSPD1,0.011732184757106747
ICAM1,0.011735439490583102
ZCCHC2,0.01174285399903223
SH3GLB2,0.011745684806290466
B3GNT2,0.011788530273141399
GAA,0.011805799425567394
SMG9,0.01183472039383358
HMGXB3,0.011860472150833789
RWDD3,0.011861637102397385
TMEM44,0.011893169099000154
LENG8,0.011894694992647932
ISG20,0.011904804918708092
CARS2,0.011907014677323973
TIMM9,0.01196082732534064
BIVM,0.01196573485406836
PIM2,0.011971581214831849
NOMO1,0.011987460014391446
PUSL1,0.011989496067254104
RPP30,0.01201586921796908
SOS1,0.012018990608654545
MAN2A1,0.012020960559249144
DDX58,0.01204871818983672
CRBN,0.012074123311579938
R3HCC1,0.012094222425898294
CEBPG,0.012094371525435839
H2AFX,0.012132467541386692
SMAP1,0.012145811098039253
ZNHIT2,0.012172123008478045
STK16,0.012173070009459991
WASH2P,0.012182317490597339
RAB15,0.012199324280165402
HNRNPM,0.012217189033046725
NET1,0.012223401210469878
RMND1,0.01223450809333611
FEM1B,0.012236938551111055
TNFRSF25,0.012240474472462811
LOC100506963,0.012248753225979734
GTF2H1,0.012249999681115033
TIMM10,0.012264114169383486
NCBP1,0.012275609818291141
ROBO4,0.012297841801743627
ZCCHC9,0.012318728981192397
FOS,0.012341528116816517
EIF2AK2,0.01234363413394614
GALNT1,0.01235370752589596
EIF3G,0.012362518346861454
FOPNL,0.012379549275027829
BCAS3,0.012383824470335076
NDUFA12,0.012387102356948577
PGM3,0.0123956396570984
ALAS1,0.012408834597138155
CUL2,0.01243283890080566
MAN2C1,0.012459589635259382
ZNRF2,0.012482855171713192
SORT1,0.012554839690945877
DNAJB4,0.012558918231095612
SUMF1,0.01257624129726904
ABCG1,0.012581259572081293
DNAL4,0.01258433012947318
YBEY,0.012608295725409252
HAGH,0.012616107116505878
USF2,0.01261875777792986
SEC16A,0.012687698048575101
ACD,0.012747823603766887
MOB3C,0.0127688232639334
TCF25,0.012807702524496273
TMEM68,0.012810094602438048
DDX50,0.012813415725173102
PTMA,0.012872720086784544
NUDT21,0.0128857764713658
SRSF1,0.012888558876610615
LGALS8,0.012889579658923442
SLC4A7,0.012918479325906803
CNEP1R1,0.012920391764506536
"NAA50",0.012924572185310401
ASF1B,0.012925582026115778
TSPAN8,0.012934006744083114
THEM4,0.012949335141899542
MS4A7,0.012963706153066364
GORASP1,0.012966346353242113
ELMOD3,0.012971608443941718
MRPL47,0.012995742913353368
CWC22,0.01302029957721332
IPP,0.013039930800646908
POLR3D,0.013051809274013747
GNL2,0.013057993638392532
PIK3C2A,0.013076263028433514
"NAT14",0.013082757902847254
OBFC1,0.01308415948678433
KLHL7,0.013103546247003503
DHFRL1,0.013136782368195135
DHRS4L2,0.013176371126522885
ACVR2A,0.01319950852916996
RNFT1,0.013201895227264874
GAS2L1,0.01327330970832269
ZFP1,0.013310277547299689
TRPT1,0.013317698204877564
PKN2,0.013329880418751576
COPS7B,0.013330132750508882
HPS6,0.013332333181883937
USP40,0.013340622427195782
ZNF627,0.013346341270221614
BIN3,0.01336135713614545
ZNF680,0.013386530866887908
ZNF526,0.013393089794979786
H3F3B,0.013400553423900471
BCCIP,0.013400795951735038
CHSY1,0.013423785488969383
TMBIM1,0.013449102822472659
HSP90AB2P,0.013494245944557845
UBXN6,0.013510191008855515
THOC7,0.013516528582770873
TBC1D22B,0.013524114878784788
ERMP1,0.013570373847626327
KDM6A,0.013580930954541659
PAN3,0.013589440354579598
PPM1G,0.013628584917897504
IL17RE,0.013690682467438873
DPH1,0.013695017408235753
ZNF552,0.013702454637413491
GTF2B,0.013728519467798342
SFN,0.013760104928582088
C1QC,0.013783797879204623
NUPR1,0.013787097489900778
RAB23,0.013805639738321517
GLTSCR2,0.01382362080579776
CNPY3,0.013850554247826333
AIM1,0.013883124039354757
IFI27,0.01388503339137554
GIMAP6,0.013904802169778964
RBMX,0.013914700686461461
LRWD1,0.013941256521843129
ADCY7,0.014010952290056623
ADAM15,0.01404408351924594
SNHG3,0.014052576253922169
RAB11A,0.014076648188510373
CD55,0.014090884564298857
ATP6V1E1,0.014124051823824443
HNRNPR,0.014129106671156218
GMEB2,0.014171419823351891
TMEM55A,0.014179222768120215
PNPO,0.014189114054896717
FXC1,0.014206425492899449
OAS3,0.014215950253810165
CANX,0.01421721624399902
GPR137,0.014244031248756813
MUT,0.014271504731535215
FBXW9,0.01429391206048278
SLC15A4,0.014318732284100714
STXBP1,0.014386912569232751
DRG1,0.014415847481828309
SLC30A1,0.014435203942086888
MTHFD1,0.014438964073388199
WASH3P,0.01444492996749273
NKG7,0.014471480483279097
TFEB,0.014474770340657236
INPP4A,0.014497377974986502
LENG1,0.014522076422096516
ARFIP1,0.01452280815354228
MED10,0.014549461895965265
CHMP3,0.014606186691784795
INVS,0.014622460353133358
SPOPL,0.014638004685680474
TMEM144,0.014678538118898932
PGPEP1,0.014715013896798287
TPMT,0.014715847467617818
ZNF507,0.014734538712654812
MED16,0.014772219839005741
LOC100288069,0.014817225876946637
EEPD1,0.01489543090819332
LARP4,0.01491791621731664
UNC5B,0.014937132585222756
RAD17,0.014949977410874584
PSMD9,0.01499448449968952
NUP210,0.015042994861463408
SUDS3,0.015105003391870899
NCKAP1L,0.01512531366618188
UBE2G1,0.015126767707454886
HTRA1,0.015144493801423643
ZDHHC14,0.015150553893240815
NUDT3,0.015161473973571416
ZBTB6,0.015173154771589535
GTF2A2,0.015206028156802656
ZNF238,0.015211845646235409
MTF1,0.015218584660261936
NEIL2,0.015313332048879165
PP7080,0.015317375800768284
FBL,0.01533631813805416
CORO1A,0.015339537610708462
NEAT1,0.015347720417230435
CUL4B,0.015424982220408077
UBR2,0.015465443874360194
RUSC1,0.015466893174405144
PPP2R2D,0.015507324501002461
SSSCA1,0.015510990744858559
PIGX,0.015513468475221327
PPP1R3D,0.015584001865431723
NME7,0.015606398043516432
CPSF3L,0.015629627573851376
CDH5,0.015650274317559554
G2E3,0.0157133722897296
HMBS,0.015719784075899752
ANGPTL2,0.015754748466336493
CHD2,0.015770050696508515
FAM134C,0.01580512658583156
SLC35C2,0.015812970719923748
SLAIN2,0.015821475661560672
PSAP,0.015878069435081077
RAP2A,0.015887318038162394
WDR34,0.015975320709221225
APAF1,0.016009558890258565
PCNA,0.016019941003726834
PCYOX1,0.016032814378603363
PLD3,0.016041859086799993
ARHGEF12,0.01605008837674144
MAP4,0.01605598386394322
CTSK,0.01614206603804272
ALDH9A1,0.01617276026785046
SURF6,0.016234593928525835
NME2,0.0162752569622974
CD24,0.0162802506559
HINT1,0.01635607847693605
SLC25A38,0.01637544945619506
TECPR1,0.016388453375267654
EIF3I,0.01640362559128063
SAE1,0.016411704243041638
HAUS5,0.01642978347463604
HS6ST1,0.01653442102064397
STAT6,0.01656791132490032
DENR,0.016605348926154045
RBM14,0.016622854796898918
MPV17,0.016635946664805897
BEX4,0.016666500982701015
PPIP5K2,0.01668015139437312
SKA2,0.016689408684429082
PRDM2,0.01671096366202643
SMAD1,0.016750642826896044
SCRN2,0.016780024703944074
ACOX3,0.01681993894728967
TRIM5,0.01683918203529799
NID1,0.01684498485637737
SYBU,0.016876021032676138
PMS2P4,0.01701977805684252
FARP2,0.01703434643790615
SURF1,0.017038283366690738
EIF6,0.017040836365671837
"NAMPT",0.017042705927846468
LOC728554,0.017088063692734832
DICER1,0.01709765687606668
PLEKHM1P,0.017160057824779522
COX6C,0.017206655729219318
TSPAN15,0.0172310718864598
HNRNPD,0.01723665479443159
UCKL1,0.017249702861308964
AAED1,0.017307844834050918
MID1IP1,0.017362854067259584
RSBN1,0.017387493487854667
DLG5,0.017388714643825187
PRICKLE3,0.017428643818995292
LPCAT2,0.01743371623362091
ERGIC1,0.017480562492748816
SLC40A1,0.017490995660375833
CALD1,0.017527945420757893
SPRTN,0.017532557775769658
HDAC7,0.017557988697483946
TBL3,0.01756685343225206
HAUS1,0.017605240775856328
FAM219A,0.017609740513746495
NRM,0.0176264593785551
SNX9,0.0176326881076868
TSPAN9,0.017649147892212756
LYRM2,0.017687371825750454
RPL30,0.017688741919801066
TRMT5,0.01770405932666265
HYOU1,0.017720618061921597
RRP36,0.017725461150502178
EZR,0.017744985255631736
AIMP2,0.017772282689569617
LYRM7,0.01779421611071742
ADAM10,0.01784442386895182
OTUD1,0.01790476470429434
ERCC2,0.017966446798279495
SOX13,0.017972055764592817
RNF31,0.01801161551360849
PSMB1,0.01803157379749986
FOCAD,0.01803550128590815
DLG3,0.0180490702366546
CBX5,0.018053818220801196
ERP29,0.018063198216774032
RBM12,0.018069821375755538
IFITM2,0.01810288495829819
STMN1,0.01811825630004883
NUDT9,0.01812117014659811
CCL4,0.018242837529840298
CPSF6,0.018247468650592145
GLCCI1,0.018265492138135372
STARD10,0.01827457640421554
FBXW8,0.018277521193202924
CASC4,0.018285082741617963
WDR11,0.01832290234416987
POGK,0.018350556006833586
RAD51C,0.01835544470171108
"NAPA",0.01835571079817846
TRIM24,0.018388273557573543
TMEM65,0.01839429921266729
COPG2,0.01846966193603263
PLAUR,0.018497195489271222
COMMD1,0.018498029382544422
OCIAD1,0.018511127166608736
PRPF18,0.018600753286852602
ATE1,0.018619194105487596
DDX54,0.01861988269838135
LZTFL1,0.018629611080082552
PC,0.01865553576721352
RPIA,0.018661319775130976
CREBL2,0.018686333813254206
RPL37,0.018710219384751276
"NAF1",0.018711293378730003
OSTF1,0.01874213979256014
NUP214,0.01880188156107998
KCNE3,0.018824723027364335
STK17A,0.01882760821501118
THOC3,0.018832234178127252
NUDT18,0.01884085518834224
HTATIP2,0.018914149837259565
TOP1,0.01892555028892514
RAB11B,0.018944812797183335
RNF115,0.018944885886658096
ANKRD46,0.018952656351103353
RNF216,0.018959748721953756
EIF2A,0.01896268516347253
ALDH6A1,0.019012513097746004
CPSF4,0.019036562965737677
OSTC,0.019041790821368643
NDUFB2,0.019112577786506227
TMEM161B,0.01912398908073646
PIGU,0.019143688037571834
TUBA1B,0.019161739926838867
S100A10,0.019183468290274074
MEF2A,0.01921264346806282
MINA,0.01922373544700962
NSUN2,0.019224370015454614
ENO1,0.01931862668778166
FPGT,0.01934581724456732
RPS10,0.019360675066683326
CHERP,0.019361017120895548
USP8,0.01937008372350792
SP140L,0.019376191509268264
KDELR2,0.01942969674023769
UBE2W,0.01947967704639389
RC3H1,0.019500574009807706
MPHOSPH6,0.01950683564178535
HEPH,0.019568138589732272
ATAT1,0.019618305644265907
TRIM14,0.019684476678695703
SNRNP40,0.019690282951464473
BTN3A2,0.019704184258043933
GABARAPL1,0.01970812702398427
ZBTB10,0.01970969084727363
CCDC107,0.019719258459635517
USP10,0.01979008199553426
ARL5B,0.01979194245163228
FAM45B,0.01981451459014521
RBM18,0.019823224211858965
ACTR1A,0.01982323602329876
GNPNAT1,0.019860876896261676
