ID,P.Value
CHD9,0.034636034992476555
TTC8,0.0348238482686472
GNG10,0.034866829769976994
NSMCE1,0.03497937613300081
ZBTB42,0.03500979846265067
CYB561D2,0.03504763637957836
DDB1,0.035057579961542074
FUT8,0.03512034654610756
HSD17B10,0.035144098064580694
SEPN1,0.03518351371361837
FAM108B1,0.035191794071969915
KIAA1191,0.0351923752327289
BCKDHA,0.03521653565115867
SCAMP3,0.035256181870553877
AP1S2,0.035311507673394235
BCL9L,0.03542117133546786
USP34,0.03543496438257602
RTF1,0.03544030827249642
CSGALNACT2,0.03552104427248327
UBE3C,0.035664300925520795
GTF2E2,0.03567879460747192
MOSPD2,0.035701084175201216
HEXA,0.035713013465438426
PITPNA,0.03573066221303326
ASB3,0.03585791028428979
MED17,0.035857989180611304
CCNT1,0.03589046408966634
TSPAN31,0.03593151460699763
TAF6,0.03597304395873998
PRRG1,0.03599857409844151
LOC100129250,0.0360931851011528
DSG2,0.03613850184152803
PLAT,0.036160380703582115
TOB2,0.03618883613243536
SOX12,0.0362059132734939
CD81,0.03624088952107672
GSK3B,0.036241123849290846
KREMEN1,0.03628879211796591
FN3KRP,0.036293267391191944
TTC14,0.03630769900218188
GTPBP8,0.03638854477149536
CCDC56,0.03645452900091643
TPP2,0.03645819738471187
ARID5A,0.03647067998079751
FAM96A,0.03648971512925829
DFFA,0.03651775410650513
FAM104B,0.03655326846395169
OMA1,0.03656692805868606
ALDH1A1,0.03657159958340392
LRIF1,0.03660080492266072
FITM2,0.03669758850489824
EBNA1BP2,0.036715471781425854
ZNF271,0.03675231443527506
RAB32,0.03676640766596081
RPUSD1,0.03678322059367878
TOB1,0.03678402964993939
MRPS31,0.03686454322433793
CDC26,0.03686664055165754
GGA3,0.03687453992123501
SDHAF1,0.03691566219975393
EDEM3,0.03694462949491578
SENP7,0.03695971175994728
DCBLD2,0.036972380340238996
FAR2,0.0369998394555593
SEPW1,0.03708799218778299
EXOSC9,0.037141807564183976
CCDC75,0.0371833441474671
VPS33B,0.03726670243661361
CAMK2G,0.03727232775777041
RARG,0.03728013196026767
GPR157,0.03731647625237205
NDUFB9,0.03732550136455358
GANAB,0.03737462109045721
PPP3CC,0.03741638125610923
DEDD2,0.03743714159334874
KHNYN,0.03743999296609417
ATXN7,0.037494104547126816
ATG14,0.037539746190731776
EMC7,0.037568424546190984
CLCN7,0.03757880918611504
EXT2,0.03759794955802908
PREX1,0.03764838636428922
PRTFDC1,0.03771234787882926
LHFPL2,0.03773081308840596
CDC42BPB,0.037836514316120035
RPL32,0.037851909641525704
PPP1R13L,0.03785564410616443
MED21,0.03786110821617276
APPL1,0.037868971985628753
KIAA1432,0.03788100610716011
ELK3,0.03788632586712692
ATRX,0.03791233493483284
ETF1,0.037939714153288014
TMEM55B,0.037946874406498514
DCBLD1,0.03799549833890212
RARA,0.038007921590705936
DIAPH2,0.038019729457461404
RNF5,0.038226378823693896
BUB3,0.03826143579213968
HLA-DPA1,0.03834395977003851
RBM15,0.03839207227840197
SRP72,0.03850009233435666
FBXO4,0.03854475489394645
EYA3,0.03856397325284815
FGFR1OP2,0.038583176781731135
ARID1A,0.03858524943430368
CA5BP1,0.038648241570711235
CYB5B,0.03865813336642852
ANKRD54,0.03867339883550997
RAP1B,0.03890458030834211
PSMB10,0.038948540090861905
MRPL13,0.038976928342494964
B3GNT1,0.03904263499245237
CCDC125,0.0391418334898277
BCL2L2,0.03919504533960883
SRRT,0.039217830636133245
PPP3CB,0.03922201242378087
EPB49,0.03923685393748026
UROD,0.039292675572191994
ARHGDIA,0.0392942184964937
GLYR1,0.039308106279894874
ATXN2,0.03954528220531741
SH3BP4,0.03963300634317532
EXOC3,0.03971476719700566
ETS2,0.03972446328474569
PSMB2,0.03976625762641849
ZNF397,0.03984393352033152
IDE,0.039857347683856695
DNAJC15,0.03987093999622791
RDH10,0.039919027375751405
JAK2,0.040001952975202884
SMAD5,0.04002093958914636
RPH3AL,0.04018040284345789
GNL1,0.040222700625475796
BMP2K,0.040285226624220266
RANBP2,0.0403196343785444
CBL,0.04042183109082836
AMFR,0.040450121977008695
ING1,0.04049963538877635
STX7,0.040553678975188856
ZNF770,0.04058261585016431
GOLGB1,0.04063699178494365
ZNF274,0.0407131662356208
KDM4B,0.04083259149129574
"NAGK",0.04083878437386822
BRD7,0.040878289981697166
EHHADH,0.040908728768295335
AKIRIN2,0.0410000787078
HMGB3,0.041010916409261876
FBXL17,0.04107090368401214
SDF2,0.04108386820652052
OGFOD2,0.04124879292673246
UQCRH,0.04127392927081634
CFH,0.04129258365186604
SPSB3,0.0413597050700908
MANF,0.04139640704962706
TXNDC9,0.04143106267782342
PDHB,0.04143759661991533
TTF1,0.04152025059427342
CCDC80,0.04157436236583783
ZSWIM1,0.04158501332436695
SERINC3,0.041587885622073106
EID1,0.0415892016255709
MAP3K13,0.04159424877925979
TGM2,0.04163017295137869
NOL3,0.04164168501821759
SDC4,0.04169625525979128
DGCR8,0.04169635377327711
UBE2R2,0.041709453205575585
H2AFZ,0.041837965197564185
CFLAR,0.04184190567411908
DVL2,0.041948773286425954
IER3IP1,0.041967092092055173
MGAT5,0.04213794261167874
UCK1,0.04220963652543919
ARSD,0.04230594570818673
NXF1,0.04236229629088959
KLHDC10,0.04236733347142586
IFNAR1,0.042478764913504566
TBRG1,0.042497997941979795
TSPAN14,0.04258962670255744
ENSA,0.04265493784223717
SPATA13,0.0426732895169323
KCTD18,0.04269784492659167
NFE2L2,0.04270213432930031
PREB,0.042715701404276246
GAPDH,0.042797549917580606
APRT,0.04282114218271756
HCG11,0.04289479831302007
MAPK9,0.04291720834048145
EMC2,0.04292192573076047
TBCC,0.04300373532359897
NDUFC2,0.04314402701949925
YWHAH,0.04322442836408382
KLF2,0.043264878421393184
TSPAN4,0.04336891651441603
TP53I13,0.043372182018056926
CMTM4,0.04341737698926447
ZNF23,0.04345220055373622
GFM2,0.04348061756008909
FAM221A,0.04350675477269831
CD74,0.04357088780212831
HSF1,0.04357425746737598
WDR18,0.04359827331998743
MIER2,0.04363112540061466
RPL26L1,0.04372738794429297
WIPF1,0.04387260505769659
SLC1A5,0.043910159548497925
COG2,0.04391326402337152
GIT2,0.044148763652757876
LEMD3,0.04416091681801229
GCFC1,0.04417734460286985
KDM6B,0.04419488146674775
ZNF3,0.0442132522074759
ACOT13,0.044251924426990996
YRDC,0.04425252806781787
TMEM231,0.04425470627832032
CTBP1,0.04441001318707541
BCL7B,0.04442609661713404
CEP192,0.04450106175406399
NUDT19,0.0445354605159727
CELF2,0.044559261429914315
RPAP1,0.04460955788941986
ZNF318,0.04462925539680964
CDCP1,0.0446499982584218
TRIT1,0.04487053083718429
SETD1A,0.044922926573070336
TMEM51,0.044997680898894984
FAM178A,0.045003885596454546
DPM3,0.04500818047557092
CLASP1,0.045009232115214064
MINOS1,0.0450094919555376
PSMA5,0.045069436203976916
AP1S1,0.04515369723882354
TRAPPC9,0.04530731030686124
FAM125B,0.045345074923663124
FBXO46,0.0454676924194597
BCL2L12,0.04550821342026005
DYRK4,0.045584485298240926
CPEB4,0.04558516272427342
PATZ1,0.04562580534351285
PSMD4,0.04564276370844607
NMRAL1,0.04564686681396897
MYH11,0.04564953381228319
GJA1,0.04567736175690177
PMM2,0.04570674071276078
CDC27,0.04580928135040754
TRIM39,0.045821939747159916
AMPD3,0.045831522841449646
AKIRIN1,0.045852595446601536
DNAJB11,0.04586361805428946
MAP4K3,0.04600099158483251
NDE1,0.04600282688106974
VRK2,0.04600733602183872
DROSHA,0.0460263971415805
LTB,0.046041370945364604
KIAA0528,0.046077235346649426
CDK18,0.04612488622992356
PPL,0.04616492049279596
BRD9,0.046174630247112824
DYNLL2,0.046181593499306485
SOLH,0.04624347540395569
POSTN,0.046375947668598844
HERC2P2,0.04666961918513796
HNRNPUL2,0.04673873491719291
WDR33,0.046796899965479734
MUTED,0.046856498274814515
SCYL3,0.046874764838421276
EDEM1,0.046959683951195395
DDTL,0.046990681230626476
DRAM2,0.047000864354822175
EFCAB11,0.04702948952131953
PRPSAP1,0.04719920823987928
PVRL2,0.047264053608923925
CENPC1,0.04728641973577431
KLHL25,0.04729000974154823
ZNF706,0.047350566215165125
HDAC6,0.04742402084548171
WIBG,0.04743538881713633
SF3A2,0.04763559703342655
NEK7,0.047717648092435616
ADAM9,0.04772861435870821
MANEA,0.047809224227625305
KLHL21,0.04783190027019988
PDCL3,0.047868213150911026
CD97,0.04796362060996915
CLDN3,0.048021796431285915
NGLY1,0.048058252228658414
MOB1A,0.04810274382845672
STXBP2,0.04816198562245047
FAM174B,0.048202918927812095
CLDN12,0.048341936871387006
PTBP3,0.04851014859168756
CSNK1G3,0.04856306857048181
PTGR2,0.04858640547366405
ZFYVE26,0.048697409267437555
NTPCR,0.048813238769156345
RGCC,0.04881576727509451
MLLT4,0.048932980587333044
BBS5,0.04894129398426117
RCOR3,0.048963891173242374
SSH3,0.04897029546200205
DPY30,0.04898777314729767
APOPT1,0.04903447554631218
GYS1,0.04905833829650949
NES,0.049235945125246525
DCP1A,0.049274241699267016
LSR,0.049296758127736234
CASP4,0.04932215981283013
ZMYM4,0.04936282203965122
AXIN2,0.049372291669247
VDAC2,0.04938381082019369
CRIPAK,0.04944260217005343
ARMCX6,0.04951943451878459
MYO1B,0.049792747854147286
OSBPL9,0.04979895405666224
RC3H2,0.04992294851495224
CIDECP,0.04997173255104538
ZNF799,0.04999787170238569
NDUFAF1,0.05004745962872139
LOC729678,0.05009812062243906
SLC35F5,0.0501533347332491
LOC150776,0.05021093364676436
AMZ2,0.05021693918353494
PPP6R3,0.050219599923965824
CARS,0.05030988960515985
DENND5A,0.050326104184509564
PPP6C,0.0505085100907917
ZMYND8,0.05055570011922293
CYP27A1,0.05063274447862855
PPP2R3B,0.05065233781657907
DPF2,0.050672743950349756
UQCC,0.05074753089308488
AAAS,0.05077578094713549
SLC25A16,0.05077616447551989
AIG1,0.05083605791645913
CPSF7,0.050873914381499505
MLYCD,0.050907203189795636
TMEM14A,0.05098102985223141
TK1,0.051011442402013746
FAM104A,0.05121319965997947
KANK1,0.05125840188967244
SAP30BP,0.05134385174039067
SMG8,0.0514507997098872
PSMB3,0.0514875436241965
ARID5B,0.05155414316038161
ZFP90,0.05155746294358587
RPS3,0.05170205416908972
SLC2A3,0.051832847859309424
SGPL1,0.05186062906601183
KEAP1,0.0518781289190712
HSD3B7,0.051912837339785085
TNIK,0.05195886756136999
ATP1A1,0.051996614293489236
ARL5A,0.05205968824708817
SEC61B,0.05209959016495296
CABLES2,0.0521106776212272
CREM,0.05219350454605266
TMX1,0.0523612582294374
PPP2R3C,0.052380430298305795
KANSL1,0.052514140541502545
LAMTOR1,0.052518497679362
SRGAP2,0.05253007882830243
PLBD2,0.052579397319743704
SLC35E2,0.052598091964689175
KIF21A,0.05264804592117113
SNHG12,0.05266045665300403
PATL1,0.052816689387906096
DMTF1,0.05281914134422139
SSR1,0.05298997559376494
LARS,0.05299456760865899
NLN,0.053048164030999476
SPPL2B,0.0530628529785678
PAK1,0.053149113200378004
CRAMP1L,0.05315318017781763
DND1,0.053166140007140705
RARRES2,0.053190920565813614
JAG1,0.053227790214292206
ABCA2,0.05325736231066955
BZW1,0.05385975068847074
PMP22,0.053877539241180133
COX14,0.053881540756660455
NKAP,0.05401588376552179
PAPD5,0.05402390433964998
DOPEY2,0.054081858576595226
VBP1,0.05411806592670436
IVD,0.05427248184886886
SETD2,0.05433616117503235
SAR1A,0.05437003485973236
TRAPPC2P1,0.054484368415618115
TTC23,0.05448800430850471
RPS18,0.0545384542618504
SRD5A1,0.05457406109904715
SIPA1,0.05499581611717334
ECM1,0.0550146626869622
LRRC8A,0.055025007641925444
POLD1,0.05509614707774179
ATP1B1,0.055205707166875964
SLC1A4,0.055230813753025416
DBN1,0.055379880106862976
ZNF398,0.055449365148048414
RPS19,0.05552396957130134
FCGR2A,0.05561817413905218
PARP3,0.055663268115246495
MAVS,0.055745953961914674
GTPBP6,0.05590007685331951
RPS27A,0.05593788635487832
ORMDL2,0.055943166161990285
UBE2D1,0.05598480873518477
AZI1,0.05602313546831237
LYN,0.056139783504227464
CBLL1,0.05615694932412249
GPCPD1,0.05624895970054492
NFKBIB,0.056307925706668115
MMP19,0.05635865640618165
SETD5,0.05651564305941234
CLIC1,0.05655546785351936
ZNF322,0.05657204793368701
SLK,0.056628237035951164
LOC440944,0.05671367130440211
ADAM8,0.05671625046931889
TOR2A,0.05676758786132159
PIP4K2A,0.056901565866481936
LMBRD2,0.056960451662280684
GPSM3,0.05717248309571552
CTSO,0.05720983642902637
WDR6,0.057228831507511485
SLC27A4,0.05723180880375321
DNAJB6,0.05727091858530578
ICT1,0.05728253349273943
KIAA0196,0.05735134100152132
GLI4,0.05750880120943348
TFIP11,0.05765463932393706
ETNK1,0.057757671747614446
WFS1,0.057766983384312465
MYSM1,0.057824782583844256
DEPTOR,0.057848703247180604
XRCC3,0.05790968646586729
NDUFA7,0.05792482953725621
CCNH,0.05801527198650034
UBQLN2,0.05806863985817812
NOL7,0.05816987988255199
TRUB2,0.05817344051781582
NSF,0.05818605049581207
C1GALT1C1,0.058205119328430796
FBXO7,0.05820607683098152
MPZL1,0.058253987804227324
SPINT2,0.05843108427834127
ADAP2,0.058505963840650446
TSPYL4,0.058506555486266036
CTNNA1,0.05851135555663666
TMEM203,0.05857241684906937
TNFAIP2,0.058586784431705195
UBN1,0.05864038976356503
CRCP,0.058734479704459365
APOE,0.05881664715515793
NCOA2,0.05886476125305692
FAHD2B,0.05886676594374905
ABT1,0.05898465828164917
HMG20B,0.05916949427270006
ARRDC2,0.059187054787534076
PLEKHG5,0.0594441524274426
PHKG2,0.05949166403099834
RNGTT,0.05959463806194106
TMEM87B,0.059645230493175855
LEO1,0.05966460019814773
ASPN,0.059671113879082735
RALGPS2,0.05971255019600209
ZFP161,0.0597130894542116
IER5,0.059742751172811887
CDK5RAP2,0.05978515708959705
WSB1,0.05996244772506061
AVL9,0.060060503445451864
SLC12A9,0.06006433511541408
NSUN3,0.06021817432542546
NDUFB5,0.06025588859645714
FANCC,0.060269147857484884
MAML2,0.060313837714947034
ZNF513,0.06056992579608095
BAG1,0.060642353726536286
SMAD6,0.06069446711772446
FAM208B,0.06069790245315266
FDX1,0.060821896377395816
CSF1R,0.06086940595407562
MIIP,0.06088076183339938
PMS2P3,0.06090632603998069
SRPK2,0.06093204102218497
ATF3,0.060971797235597695
SEPSECS,0.06117357465890998
ZNRF1,0.061179385751520904
DNAJC16,0.06120279056990854
CAT,0.06134429114960576
FLYWCH2,0.061391102325909094
FKBPL,0.06140335853576223
FEM1A,0.061428600753694156
MITD1,0.061477236160264556
ROCK1,0.06150592659678381
DBT,0.06155265773437844
ZDHHC21,0.061588926646260374
FRMD8,0.06159444747485831
CDH17,0.06161966238695026
SP1,0.06167877399815504
CRIP1,0.061693249261000616
HDAC1,0.06185530523325768
PPIH,0.06187817375750996
CUL1,0.06192710922989202
TUBGCP4,0.0621646821723513
PHF8,0.06217088484546783
SPSB2,0.0621897297548541
REEP5,0.06223259904558289
METTL2B,0.062261976254332024
SMG7,0.062281075320992474
LOC550643,0.06236733673384473
PHLDA3,0.062478371133120644
GTDC1,0.06248093431833854
PDXDC2P,0.06249983748740324
GUSB,0.06255180364213866
POLD3,0.06255396121799567
VAV3,0.06256014741649935
FBXO42,0.06256621412675323
FAM83H,0.06261106626552385
SEH1L,0.06282176331105434
UBR5,0.06287733888899802
KRR1,0.06292046860784145
ATP6V0A1,0.06295301947122121
TASP1,0.0629789104498637
DPP4,0.06306795999214879
FXR2,0.06308243430994923
ANKZF1,0.06310514374688933
H3F3A,0.06313184104710201
GBP1,0.06314791048395767
AIF1,0.06321725472894564
STK11,0.06338176117872622
EFEMP1,0.06338588410863241
SEC23B,0.06351897539531513
ZNF580,0.063557584498828
RGS2,0.0636518910540007
HSP90B1,0.0636627272842785
PTRH2,0.0636746490554848
ATG2A,0.06373216595567338
NEK3,0.06373577173426542
DDX6,0.06374406509531322
IL6ST,0.06384369941621729
COMMD6,0.06386987076401643
CCDC58,0.0639018725055006
PUF60,0.06398940773199575
SLC35A2,0.06401467909981258
HLTF,0.06403824181411177
HS2ST1,0.06405513206270597
FUNDC1,0.06426977405052074
STK38L,0.0643681555395549
SHQ1,0.06438102247232516
RFX7,0.06449756272130285
HLA-DRB1,0.0645302421345706
RAB18,0.06460244902748427
PYCARD,0.06462545357504783
SH3BGRL3,0.06476637847959528
FGFR1OP,0.06490733971880215
AOC3,0.06500513490666415
TCIRG1,0.06510385106946333
MTG1,0.06511939168567565
KCNK6,0.06532995891840963
CARD8,0.06534263611083915
DET1,0.0654369080679396
LMBR1L,0.06546485624896309
MTRF1,0.065527378679178655
FAM204A,0.06570321416253304
CLINT1,0.0658010598380323
RPL13,0.06592787992622963
COMMD3,0.06594014196901547
NDEL1,0.06594880586267156
MZT2A,0.06611590220578185
PCCA,0.06617548886667739
SNX14,0.06617561912597775
TBC1D9B,0.06622012466812528
AP5Z1,0.06623682720771111
RAB5C,0.06629677879199669
NFKBIE,0.06637999161781669
ANKLE2,0.0663911239737622
TXNDC15,0.06639369050567141
ELL2,0.06656396637821674
R3HDM2,0.06657703257404385
TMEM176B,0.06658059890052868
TPK1,0.06659859813716977
AP1G1,0.06671083915589741
RECQL5,0.06671669656881833
NDUFB3,0.06672349112425337
SYNGAP1,0.06682277355199923
VMP1,0.06689036205124457
ZNF629,0.06708438570347115
MCL1,0.06711671737390823
ROMO1,0.0671200571831168
UQCRB,0.06734595237001281
ZNF337,0.06734754641995089
HLA-F,0.06744761310727841
CSNK2B,0.0675020410595118
JMJD6,0.06756980633724821
PCYT1A,0.06784242705116077
CD68,0.06786974974001009
CNTRL,0.067883073413648215
KCMF1,0.06798652244609237
CCDC130,0.06810597752853054
PPID,0.06812736459686736
METTL9,0.06813243029331476
ZNF532,0.0681813551594059
SNRNP48,0.06822250765706198
TCF3,0.06823274531067652
SLC5A3,0.0683141882495959
WIPI1,0.0683174060574679
WNK1,0.06838057525124668
CGGBP1,0.06843525771584975
PEMT,0.06846324616166811
NCOA5,0.0685276754526227
PDIK1L,0.06854894211623891
STX5,0.06856965979941529
EXOC4,0.06857054769510192
SNX30,0.06858402482373241
SART3,0.06866262632779191
FAM193B,0.06866997320036669
MRPL54,0.06867903278721942
RNF41,0.06875261628206114
IFIT3,0.06886383896320282
ISY1,0.06895953549756617
TBC1D7,0.06897159114816448
TMEM109,0.06905625502290053
ZBTB4,0.06906623729634023
GTF3C6,0.06908386551787839
SH3BGRL,0.06909253582811793
DPH5,0.0692961887877958
FKBP1A,0.06930855790302101
LYPLAL1,0.06934391612782112
CLEC16A,0.06945436907369788
RABGGTA,0.06949099850046045
CMTM7,0.06955881276561307
TIMM17B,0.06959206247190675
ARMC1,0.06960904613808078
APOL6,0.06985787282169305
YDJC,0.06990147254961795
SNF8,0.06995813843932204
ZNF518A,0.07001812748965214
SLC35F2,0.07003121282224949
FAM168B,0.07006585722479154
RHOT2,0.07011887665757859
SF3B14,0.0701521871178736
SUSD1,0.07017926625828712
SEMA3F,0.0702034190428147
LOC728377,0.07025771681220407
TNRC6B,0.07036237200211631
RPL23AP7,0.07037395288517637
RARRES1,0.07052101843117356
SYDE1,0.07068836468448729
HARS2,0.07074560596440994
E2F4,0.07084555744112177
RABEP2,0.07093175453197245
TNFRSF21,0.07107765370949137
PLEKHG1,0.07112347173541077
CYB5D1,0.071183921819111
MFAP1,0.07118598648693614
ZNF668,0.07126235199330985
COPA,0.07132571185796174
NPEPL1,0.07149066225235363
VPS37C,0.07151253102147417
CASP6,0.07151453021232222
SARNP,0.0715499453742579
IFNGR1,0.07159159190589252
VPS18,0.07169803383248435
PHF13,0.07171957772402292
FAM173B,0.07179361731634301
PIK3R2,0.07189348182122943
MSL3,0.07196897611822864
ZNF524,0.07196985504756445
ELMOD2,0.07205426426057233
TRA2B,0.07217936576274886
DCAF6,0.07222211301959802
TTC30B,0.07225924908689936
TMEM48,0.07235604742606257
RNF215,0.07244060191047583
PIK3CB,0.07250633799335325
TBC1D5,0.07256217523315835
CCNC,0.07259858146821971
RAB14,0.07263165418473158
THAP11,0.07264924278508178
KDM5C,0.07265138739381825
EP400,0.07269531030438979
MRPL45,0.07270760808594459
H1F0,0.07282363546101554
PEX6,0.07294667982315035
HSPG2,0.07294873500525505
FBXO33,0.07301359595539349
ZHX3,0.07312851552584616
GNA12,0.07327034608399688
DAAM1,0.07327739526950383
TOLLIP,0.07327817886346064
CRNKL1,0.0734529622643171
PNN,0.07357679848179857
MRPL51,0.07358667741215398
LOC440434,0.07370953313090983
ARPC2,0.07373681328681903
SELPLG,0.07395959283618626
XPC,0.07396322102187322
COX15,0.07396817715465007
GPN1,0.07398234672813582
COQ6,0.07414525909364594
MRC2,0.07416059669317758
CHST14,0.07431145423279895
REEP3,0.0743632629888724
EFHD2,0.07447819769014419
PML,0.07449378171319669
CARHSP1,0.07450908171409645
TANK,0.07486611822083918
FAM3A,0.07486709387780316
NDFIP1,0.07490226767978944
MNT,0.07492838171641954
ERGIC3,0.0751080234395008
AIFM2,0.0751517271216888
PHGDH,0.07517534003241556
DAZAP1,0.07519461688140125
DCUN1D4,0.07519693048461111
TTLL5,0.07521399562704909
GMPPB,0.07522185280621063
PIP4K2B,0.0752475162207
TRNAU1AP,0.07527538695646599
TMLHE,0.07536974078134318
JUN,0.07539614505476686
FAM103A1,0.07544576115736193
RPL24,0.07548252167308922
TNPO1,0.07549632308046841
SLC7A6OS,0.07550814831562869
AGAP6,0.07551702932948191
GANC,0.07554972972387841
PRRC2C,0.07572556504361368
SMARCAD1,0.07575042952415412
KLF5,0.075771080999411
UBR4,0.07583106291561371
ARHGEF40,0.07595085348654293
ZNF707,0.07620040046606798
PHB2,0.07624008980030364
SLU7,0.07627210146885023
RPL23AP82,0.07632081705388871
WDR26,0.07636957350520301
QSOX1,0.07639735174237051
MTOR,0.07640011410785401
APBB2,0.07642586123893776
MOAP1,0.07646473894866322
ACTR1B,0.07650422874794519
CALHM2,0.07653393733095172
CLCN3,0.07655234493661191
FES,0.07658454411563256
RPS4X,0.07663836473790124
BBS9,0.0766504884216169
PARN,0.07685973515025309
UNC45A,0.0770353077459261
ITGA6,0.07708878964948657
SAT1,0.07741280026430034
PBX1,0.07744469274241836
GSTO1,0.0775245559973923
RAB24,0.07752591761145185
CRELD2,0.07759476888417946
RBPMS,0.07781676895493743
PLP2,0.07783468753871282
ABHD14A,0.07784377147274076
SS18,0.07803530557719225
RNF214,0.0780668410869866
LRRC61,0.07831163238822635
RPS15A,0.07839868350127213
WDR81,0.07840376746143217
CBWD1,0.07843234730180597
ATP5G2,0.07850382668070914
ZFP36,0.07879542980504316
CAPN10,0.0787994420632875
ZNF692,0.07880016195249667
ELF3,0.07894769842097528
HNRPDL,0.078978185804705
NSRP1,0.07910340564143264
RNF220,0.07935699746121756
TIMM17A,0.07949037115036933
SOCS1,0.07971277920269032
SERPINB9,0.07986667511196127
CYB5A,0.07995574526188975
MIS12,0.08011255357777244
WDR85,0.08011828344304843
TSNARE1,0.08021021664827038
U2AF1,0.0802698064788442
FAM108A1,0.08028116165378901
SLC30A7,0.08041667849626555
DHX30,0.0804583144675204
SLC25A44,0.08066623527019906
HES6,0.08088685612500218
RASSF7,0.08091196925953946
SHMT1,0.08092810798652897
NRBP1,0.08093272647893897
AGPAT6,0.08099523981809338
SLC25A19,0.081052269443442
TMEM179B,0.08118712201840464
THBD,0.08122033382508043
EPCAM,0.08134796341545311
CSTF2,0.08137147986258102
NDUFA13,0.08147950830897062
DDX28,0.08149171562707186
SPATA7,0.08160764729190269
ACTR10,0.0816735169592097
FXYD6,0.08168209839235567
ZDHHC12,0.08181655636604948
RSL24D1,0.08196354525286861
CLU,0.08199289577735358
FTO,0.0821979994924128
PGS1,0.08221682086329259
JRKL,0.0822987549109203
AKT1,0.08230684409626936
PHF15,0.08244601571186398
LAMA4,0.08248269985434654
STOML2,0.08249011096796949
ZNF124,0.08252054593479613
SLC35E3,0.08281338994156862
RPP14,0.08282794656949863
GLG1,0.08283027901033645
NIN,0.0828528521431717
PDZD8,0.08285575899890443
NIF3L1,0.0830158790082045
MCM5,0.0830270042823312
SLC39A14,0.08310093661409138
RELB,0.08312598611650651
NPC1,0.08314088683745181
ITGB1,0.08321664153564252
RMRP,0.083241141498976
PSMD6,0.08325910901498194
PDE3B,0.08335600101931594
SRSF8,0.08352361510600738
RPS6KA3,0.08355957739348611
YTHDC2,0.08366797291537507
MRPL15,0.08374538098108189
TCEAL1,0.0839236667244819
TRIM34,0.08397274933323258
NREP,0.08397777623080148
LPPR2,0.08401582254978196
NCF2,0.08408156219392068
LMNB1,0.08415716872271677
HIF1A-AS2,0.084325096503973615
QPCT,0.08440653893489052
ENG,0.08468365829815226
SIN3A,0.08472472945227834
AEBP1,0.08479473341056458
TRAPPC2L,0.0848150334754287
TM7SF2,0.08482811314317557
IP6K1,0.0848853716581115
ANAPC2,0.08495486711777805
SMC3,0.08500298486284577
YTHDC1,0.0850200155165565
SLC26A11,0.08518005555370475
HBP1,0.08519985828034224
RUFY3,0.08520099259992511
RMI1,0.08521128645534574
TMEM242,0.08525856290678217
TCF20,0.08526159863038427
NPIP,0.08531144093577805
ZNF652,0.08549955319913434
PRPF38A,0.08553303198160145
GOLIM4,0.0856265247731059
TMEM209,0.08578273054193437
ZNF37A,0.08587445824040686
U2SURP,0.08590832491962044
RPS20,0.0860272725170895
"NASP",0.0865151122404227
IDH3B,0.0866662405799469
RPN1,0.08669184129017407
UHRF2,0.08670713069482038
NBPF15,0.0867157661020545
PPA2,0.08677242777783291
MGST2,0.0869217846111984
TSR3,0.08699429771595585
SQSTM1,0.08700542010418447
EIF5,0.08708388950423228
KIAA0430,0.08713730974496314
ZNF579,0.08721453134514452
TYMP,0.08728974406589722
NCKAP1,0.08741655243226845
CRIPT,0.0874338444926038
MUM1,0.08751680770616377
SAFB,0.08752696986185142
OXSM,0.08755969531952204
GBP2,0.08772953897197844
KCTD5,0.08774224888591638
EIF2C4,0.0878935465949854
SRRM2,0.08791147731370563
LOC100630923,0.08801500685968881
RPS13,0.08804868799129437
CHURC1,0.08807019033024596
PITHD1,0.0881405491430977
UBE2O,0.08821743491286127
PURB,0.08826467384119213
GPBP1,0.088270136217467
CMC2,0.08828977335150977
TMEM205,0.0883124763982847
FKBP4,0.08842635987817712
OPA3,0.08845415624435879
NFKB1,0.08860730851861777
EFCAB4A,0.0887592550872769
AP1AR,0.0887661498575574
CYP2S1,0.08882327809254086
GCLM,0.08888769518993854
MICAL1,0.08889247279308826
PM20D2,0.0889388328884135
CRIM1,0.08907562774066773
LRP3,0.08913692360005188
REST,0.08928192213698788
SOCS3,0.08953720313568725
HSD17B12,0.08955448018286213
INADL,0.08978449546409668
CHTOP,0.08979238479156067
TMED5,0.08991908428780897
CPSF1,0.09021733347586686
SLC30A6,0.09024540135370918
ZNF823,0.09031806393700648
DHX15,0.09065759181701721
API5,0.09069695003957794
TSPO,0.09083599261732526
SF3A1,0.09085824843600945
MCMBP,0.09087829806837792
AHCYL1,0.0908973395208253
INPP5B,0.09092648096483084
LAMP1,0.09097559398494513
CCDC71L,0.09141146037708658
BTN3A1,0.09144227314825092
PCBP4,0.09150212459177877
ORC2,0.09157309297548093
MAP3K1,0.09173850484090038
SPIN2B,0.09174780126275624
ZNF205,0.0921104901592641
UCHL5,0.09221933849847615
TECR,0.09280574106440401
PNPLA6,0.09295367639193625
CWC15,0.0932199538305311
LZTR1,0.09330968422417676
EPS15,0.09333627261967174
STXBP5,0.09340880387774211
CDK11A,0.09370410197577846
SNTB2,0.09383622553163228
SSR4,0.0938945456330747
XRCC4,0.09400806294506951
MMD,0.09405360876554097
