source,target,weight,resources,references
PPARG,CIDEA,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17462989
PLAGL2,NCF2,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:17462995;CollecTRI:20025940
PLAGL2,STXBP1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17462995
PLAGL2,TNF,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17462995;CollecTRI:20025940
ZNF354C,NCF2,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17462995
TCF3,KDM1A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17463086;CollecTRI:21452283;CollecTRI:21805138;CollecTRI:23928305
NFATC2,IL2RA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17463169;CollecTRI:9763616
CREB1,VEGFA,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17464208;CollecTRI:18471910
CEBPA,ANXA1,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17464329
RUNX1,ANXA1,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17464329
JDP2,CEBPD,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17464331;CollecTRI:21197464
NR1I3,NR1I3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17464991
ARNT,IGKV2D-26,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17466327
USF1,IGKV2D-26,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17466327
ETV4,CCND3,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:17467662
NFE2L2,MAPK1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17467702;CollecTRI:19454702;CollecTRI:21808062;CollecTRI:23708697
ZIC3,NPPA,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17468179
ZIC3,TPM1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17468179
BCL6,PDCD2,-1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:11854457;CollecTRI:17468402;CollecTRI:19405121;CollecTRI:20605493
CDX2,CDX2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17468517
TCF7L2,CDX2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI,CollecTRI:17468517;CollecTRI:18655789
CDX2,CCND1,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17468517
CDX2,CDKN2A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17468517
KDM5C,EHMT2,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17468742
KDM5C,RRP8,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17468742
PITX1,CRH,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17470519
TBX19,CEL,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17470519
TBX19,CRH,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17470519
E2F1,KLF6,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17471234
FOXA2,AQP3,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17471492
MYC,CEBPD,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17471507;CollecTRI:20426839;CollecTRI:21143913
MAX,CEBPD,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17471507;CollecTRI:20426839
MYC,EBP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17471507
MYC,RHBDF2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17471507
ZBTB17,CEBPD,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17471507;CollecTRI:20426839
ESR1,CCAR2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17473282;CollecTRI:20074560;CollecTRI:21596782
HIF1A,CCL2,1.0,CollecTRI;CytReg_CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;SIGNOR_CollecTRI,CollecTRI:17474992;CollecTRI:27271610
HIF1A,CMA1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17474992
IRF1,TLR7,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17475848
SSRP1,CD83,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17475848
JUNB,PDLIM7,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17477349
ESR2,C3,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17478088
ZNF143,BUB1B,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:17478512
EGR2,SOX10,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17478888
SOX10,EGR2,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12538520;CollecTRI:19922439;CollecTRI:22492709
APEX1,PTEN,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17479230;CollecTRI:18324520
APEX1,TSC1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17479230
EGR1,TSC1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17479230;CollecTRI:20514024
ATF5,WASF1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17481396
POU2F1,CYP4A11,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17481938
JUN,CYP4A11,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17481938
E2F1,FOXO1,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI,CollecTRI:17482685
E2F1,FOXO3,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17482685
ESR1,FOXO1,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17482685
CREB1,FST,1.0,CollecTRI;ExTRI_CollecTRI;SIGNOR_CollecTRI,CollecTRI:15130492;CollecTRI:17482756
CEBPG,BPI,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17483073
HMGA1,PTGS2,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:17483309;CollecTRI:22898640;CollecTRI:9710122
AR,MED1,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:17483314;CollecTRI:21593191;CollecTRI:23887938;CollecTRI:24778216
MED1,AR,1.0,CollecTRI;TRRUST_CollecTRI,CollecTRI:22102282
AR,SPDEF,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17483333
NKX3-1,SPDEF,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17483333
SOX5,COMP,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17485346
SOX6,COMP,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17485346
SOX9,COMP,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI,CollecTRI:17485346
SON,COMP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17485346
ZBTB7A,ZBTB7A,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17485346;CollecTRI:18355317;CollecTRI:18368381;CollecTRI:19723341;CollecTRI:22447046;CollecTRI:23027183
MYC,DKK1,-1.0,CollecTRI;ExTRI_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:17485441;CollecTRI:17964517;CollecTRI:20697356
MYC,SFRP1,-1.0,CollecTRI;ExTRI_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:17485441;CollecTRI:20697356
MYC,WNT2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17485441;CollecTRI:19149881;CollecTRI:19609274;CollecTRI:20945354;CollecTRI:22710352
LYL1,CD4,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17486074
TCF3,CD4,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:17486074;CollecTRI:8355705
ESR1,AREG,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:16261397;CollecTRI:17486082;CollecTRI:23864650
ESR1,STC2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17486082
GLIS3,FGF18,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17488195
ZNF91,FGF18,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17488195
NFATC4,NGF,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17488277
HOXC11,S100B,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:17488478;CollecTRI:20145129;CollecTRI:21654685
HOXC6,S100B,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI,CollecTRI:17488478
HIF1A,CXCL8,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI,CollecTRI:17082639;CollecTRI:17488804;CollecTRI:19491109;CollecTRI:21925595;CollecTRI:23144021
HIF1A,MAPK1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17488804
HNF1A,GPR39,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:17488974;CollecTRI:19213833
SP1,GPR39,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:17488974
ZFHX2,PSEN1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17489097
ZNF699,PSEN1,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17489097
DNMT3A,CDKN2A,-1.0,CollecTRI;ExTRI_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:17490527;CollecTRI:19786833;CollecTRI:20620135;CollecTRI:26350239
TCF3,ID1,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17490644;CollecTRI:22564737
ID1,TCF3,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:20191379
XBP1,JUN,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17494074
FOS,EPHX2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17495027
JUN,EPHX2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17495027
NCOA1,AGT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17495236
NCOA1,IL6,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17495236
FOXC1,IL6,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17495236;CollecTRI:21983868
RELA,SRC,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17495236
NCOA1,MAPK1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17495236
CREBZF,CREBZF,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17496157;CollecTRI:24265317
NR1D1,NR1D1,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17496157;CollecTRI:19341811;CollecTRI:8622974
TBP,UGT1A1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17496722
CUX1,CXCL14,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17496784
RELA,NPPA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17496784
MAFB,TBP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17499043
OTX2,MSX1,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17499211
SMAD7,KRT5,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17499880;CollecTRI:23475202
FOXI1,SLC26A4,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:12642503;CollecTRI:17503324;CollecTRI:19648736
CEBPA,DGAT2,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17504763;CollecTRI:20416398
CEBPB,DGAT2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17504763
AR,ETV1,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:17505060;CollecTRI:17634427;CollecTRI:19789348
ETV1,AR,1.0,CollecTRI;TRRUST_CollecTRI,CollecTRI:17505060
PHOX2A,TLX2,1.0,CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:20044949
TLX2,PHOX2A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17505528
ELK1,PTGS2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17505916;CollecTRI:23818898
ETS1,PTGS2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17505916
NR4A2,BDNF,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17506860;CollecTRI:22294685;CollecTRI:23973300
FOXC2,MYOD1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17506979
MAF,TBXT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17507085
MAF,CSF2,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17507085
MAF,IL5,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:11295643;CollecTRI:15187104;CollecTRI:16498264;CollecTRI:17032631;CollecTRI:17507085
HNF1A,NR1H4,1.0,CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17507182;CollecTRI:22290433
FOXC1,STAT1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17507495
ERF,UTRN,-1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:17507653
SP8,FGF8,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17509151
EMX2,FGF8,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17509151
EMX2,SP8,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17509151
RBPJ,FHL1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17509614;CollecTRI:9418910
NRF1,SP7,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17510056
SMARCA1,TYMS,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17510060
HMGA1,KRAS,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17510387
HMGA1,CCND1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17510394
JUN,HINT1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17510397
ESRRG,CDKN1B,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17510420;CollecTRI:23977052
FOXA2,NEUROD1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17510498
FOXO1,MAFA,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17510498
FOXO1,NEUROD1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17510498
OLIG2,NOTCH1,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17510983
ESR1,PC,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17511620
RELA,SKP2,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17513606
NFKB1,CD40,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:11027342;CollecTRI:11313274;CollecTRI:17031478;CollecTRI:17513725;CollecTRI:19164127;CollecTRI:9733827
NFKB1,IL1A,-1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:17513725;CollecTRI:17612514
REL,CD40,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17513725
REL,IL1A,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI,CollecTRI:17513725;CollecTRI:23195252
TBXT,FCER1G,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17513763
NR3C1,DUSP1,1.0,CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17513787;CollecTRI:18682532;CollecTRI:20858750;CollecTRI:23572530;CollecTRI:24418482
ESR1,FGFR3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17515612
IRF1,RIGI,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:17516545;CollecTRI:21811588;CollecTRI:22391244
SOX10,TYR,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:16757562;CollecTRI:17516925;CollecTRI:21210960
SIX4,HMGCR,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17517128
SP1,APOBEC3G,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17517765
SP3,APOBEC3G,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17517765
DNMT1,MSRB1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17519015
SP1,MSRB1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17519015
HSF1,EYA1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17519035
HSF1,TACR1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17519035
MBD2,SF1,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17519303
TBX2,SHH,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17300775;CollecTRI:17519333
SPI1,IGFBP3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17519354
NRG1,GHRHR,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17521572
AR,CDKN1B,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17522055;CollecTRI:18687691
FOXO3,AR,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:16061480;CollecTRI:17522055;CollecTRI:18687691
HR,FFAR1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17525159;CollecTRI:22308370
SP1,SNAI2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17525203
SRY,COL4A2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17525254
SOX9,COL4A2,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17525254
STAT5A,TERT,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17525530;CollecTRI:21356308;CollecTRI:22402124
ERF,CDK1,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17525531
ETV3,CDK1,-1.0,CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI,CollecTRI:12007404;CollecTRI:17525531
TFAP2A,ESR2,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17525739
STAT1,MUC4,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:17525742;CollecTRI:19757157;CollecTRI:22537161;CollecTRI:22757586
FOXO1,EIF3K,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17525748
CREB1,PPP2CA,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:17526027;CollecTRI:19155497;CollecTRI:19750005
CREM,CNTN2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17526487
FOXM1,SERPINA1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17526725
FOXM1,SERPINA10,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17526725
FOXM1,SERPINA6,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17526725
ONECUT1,SERPINA1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17526725
ONECUT1,SERPINA10,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17526725
ONECUT1,SERPINA6,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17526725
SP1,MGAT1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17530395
SP1,PAX1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17530395
PAX1,SP1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:9865734
MYOG,CELF1,1.0,CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI,CollecTRI:17531403
HLX,CSF1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17532041
HTATIP2,IGF1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17533366
HTATIP2,CCN5,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17533366
TP53,APLP1,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17533371
HIF1A,CXCR1,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;Pavlidis2021_CollecTRI,CollecTRI:17533374
HIF1A,CXCR2,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;Pavlidis2021_CollecTRI,CollecTRI:17533374
TP73,NLRC4,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17535448
PPARD,CPT1A,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17540403
NFE2L2,ROS1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17540521;CollecTRI:22051043
NR1H3,TLR4,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17540978
PPARA,FABP4,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:17541509;CollecTRI:19717768
TFAP2A,SUPT7L,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17541509
ZNF436,KRT27,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17542650
ZNF436,ME3,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17542650
ZNF569,SLU7,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17542914
STAT3,FGG,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:11460505;CollecTRI:17543500;CollecTRI:17956865;CollecTRI:7592638
TFAP2A,TGFB3,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:1754378
GLI3,TGFB3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:1754378
SP1,CTNND1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:1754393;CollecTRI:21336985
NKX2-5,NOTCH1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17544441;CollecTRI:18832173;CollecTRI:19638401;CollecTRI:21034749
SNAI1,PTP4A3,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17545014;CollecTRI:21811102
PEG3,IL24,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17545625;CollecTRI:18323853
PPARG,GOT1,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17545671
RXRA,GOT1,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17545671
RORA,GOT1,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17545671
CTBP2,ACHE,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17546044
CTBP2,NOTCH1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17546044
RELA,CDKN2A,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17546045
RELA,DMP1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17546045;CollecTRI:21062982
TFAP2A,PDLIM7,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17546492
NR3C2,SPP1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17546625
VDR,DPT,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17547532
MYB,MAFB,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17548468
TP53,PLAU,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17548471;CollecTRI:18390474;CollecTRI:23665346
TP53,PLAUR,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:17548471
TP53,HBB,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17548471
IRF3,IL27,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI,CollecTRI:17548596;CollecTRI:20083668
KLF2,SELL,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:17548599;CollecTRI:19136962;CollecTRI:20146713;CollecTRI:21160050;CollecTRI:21382345;CollecTRI:23133314
KLF2,S1PR1,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;IntAct_CollecTRI,CollecTRI:16855590;CollecTRI:17101733;CollecTRI:17548599;CollecTRI:19592277;CollecTRI:21160050
TFAP2A,DLK1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17549389;CollecTRI:23085542
MBD2,JMJD1C,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17549425
POU5F1,JMJD1C,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:17549425
RREB1,KLK3,-1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:17550981
FOS,CXCL12,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17550983
FOS,TPM1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:17550983;CollecTRI:2124241;CollecTRI:2308942
JUN,CXCL12,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI,CollecTRI:17550983;CollecTRI:21312239;CollecTRI:21465475
