"","X","source","target","weight"
"32717",37450,"NFATC2","TNFSF13B",1
"32718",37451,"","IL21",1
"32719",37453,"LOC100736829","IL12B",-1
"32720",37454,"LOC100736829","ITGB3",1
"32721",37455,"LOC100736829","TNFSF13B",1
"32722",37456,"HNF1B","MMP7",1
"32723",37457,"HNF1B","LOC100152603",1
"32724",37458,"HNF1B","KIF12",1
"32725",37459,"NANOG","NR0B1",1
"32726",37460,"PGR","LOC100737265",1
"32727",37461,"PPARGC-1","",-1
"32728",37462,"LOC100623777","MMP-13",1
"32729",37463,"Jund","SPP1",1
"32730",37464,"Jund","PLAU",1
"32731",37465,"LOC100156022","MMP9",1
"32732",37466,"LOC100523029","Dlx6",1
"32733",37467,"LOC100523029","GNRH1",1
"32734",37468,"Pax7","MYOD1",1
"32735",37469,"MYF5","NEU1",1
"32736",37470,"MYF5","CKM",1
"32737",37471,"WT1","BAIAP3",1
"32738",37472,"PAX6","PALM",1
"32739",37473,"","LOC100525506",1
"32740",37474,"LOC396709","ADRB1",1
"32741",37475,"LOC396709","LOC100517137",1
"32742",37476,"LOC396709","CRABP2",1
"32743",37477,"LOC396709","LOC100519635",1
"32744",37478,"LOC396709","Hoxd4",1
"32745",37479,"LOC396709","MPO",1
"32746",37481,"LOC396709","OXT",1
"32747",37482,"LOC396709","RBP1",1
"32748",37483,"LOC396709","TGFB1",1
"32749",37484,"ETV4","GPX5",1
"32750",37485,"Rxra","LOC100623140",1
"32751",37486,"Rxra","ADRB1",1
"32752",37487,"Rxra","LOC100517137",1
"32753",37489,"Rxra","BTG2",1
"32754",37490,"Rxra","LOC100157564",1
"32755",37491,"Rxra","CRABP2",1
"32756",37492,"Rxra","CRYAB",1
"32757",37493,"Rxra","ETS1",1
"32758",37494,"Rxra","LOC100520162",1
"32759",37495,"Rxra","LOC100521817",1
"32760",37496,"Rxra","RBP1",1
"32761",37497,"Rxra","RBP2",1
"32762",37498,"Rxra","LOC100738422",1
"32763",37499,"","LOC100154384",1
"32764",37500,"HOXA5","HOXA5",1
"32765",37501,"LOC100620095","SERPINE1",1
"32766",37503,"FOS","LOC100621629",1
"32767",37504,"FOS","MCT7",1
"32768",37505,"FOS","HBEGF",1
"32769",37506,"FOS","IL4",1
"32770",37507,"FOS","VIP",1
"32771",37508,"LOC100521691","LOC404701",1
"32772",37509,"LOC100512363","LOC100624472",1
"32773",37510,"","SERPINB5",1
"32774",37511,"Gm1862","TNF",1
"32775",37512,"TEF1","VEGFA",1
"32776",37513,"ARNT","TFRC",1
"32777",37514,"","LOC100153848",-1
"32778",37515,"ATF2","RB1",1
"32779",37516,"LOC100522648","Dlx6",1
"32780",37517,"EGR2","",1
"32781",37518,"EGR2","LOC100519993",1
"32782",37519,"EGR2","HOXB3",1
"32783",37520,"LOC100516906","IL2",1
"32784",37521,"LOC100516906","TNF",1
"32785",37522,"FOXA1","",1
"32786",37523,"LOC100152323","LOC100738422",1
"32787",37524,"","IL-5",1
"32788",37525,"LHX2","CGA",1
"32789",37526,"MEIS2","LOC100627297",1
"32790",37527,"","SFTPA1",1
"32791",37528,"","CYP1A2",1
"32792",37529,"","LOC100525120",-1
"32793",37530,"","RBP1",1
"32794",37531,"","LOC100158185",1
"32795",37532,"","LOC100739542",1
"32796",37533,"","TP53",1
"32797",37534,"","LOC100515541",1
"32798",37535,"LOC100623748","PITX2",1
"32799",37536,"PAX2","LOC100738189",1
"32800",37537,"LOC100154216","",1
"32801",37538,"","",1
"32802",37539,"Pou2f2","LOC100739117",1
"32803",37540,"LOC100623168","PCPA1",1
"32804",37541,"LOC396710","Hoxd4",1
"32805",37543,"LOC396710","LOC100738422",1
"32806",37544,"RARG","LOC100739734",1
"32807",37545,"RARG","RBP1",1
"32808",37546,"LOC100621006","ACTA1",-1
"32809",37547,"LOC100621006","CALB1",-1
"32810",37548,"LOC100621006","CHRNB2",-1
"32811",37549,"LOC100621006","CYP1A1",-1
"32812",37550,"LOC100621006","CYP2E1",-1
"32813",37551,"LOC100621006","LOC100623754",-1
"32814",37552,"LOC100621006","LOC100515171",-1
"32815",37553,"LOC100621006","STMN2",-1
"32816",37554,"RXRG","FOXA1",1
"32817",37556,"Six3","WNT1",1
"32818",37557,"","LHX8",1
"32819",37558,"SRF","ACTC1",1
"32820",37560,"","MBP",1
"32821",37561,"USF2","GCK",1
"32822",37562,"USF2","SPP1",1
"32823",37563,"LOC100154384","",-1
"32824",37565,"KLF2","NOS3",1
"32825",37566,"KLF2","TERT",1
"32826",37567,"LOC100152962","LOC100738392",1
"32827",37568,"CREB3","LOC100622579",1
"32828",37569,"LOC100739669","TERT",-1
"32829",37570,"LOC100736829","",1
"32830",37571,"ERG","WNT1",1
"32831",37572,"CTNNB1","FOXA2",1
"32832",37573,"NR4A2","LOC100624606",1
"32833",37575,"LOC100522504","LOC100736643",1
"32834",37576,"BCL11A","HBE1",-1
"32835",37578,"Zfpm1","NFE2",1
"32836",37579,"MSX1","SDC1",1
"32837",37580,"","",1
"32838",37581,"RBPJ","BMP10",1
"32839",37582,"","IL17A",1
"32840",37583,"LOC100626520","PLP1",1
"32841",37584,"GLI1","LOC100154384",1
"32842",37585,"TEAD2","",1
"32843",37586,"LOC100515497","LOC100521190",1
"32844",37587,"LOC100518227","HOXB3",1
"32845",37589,"","SFRP2",1
"32846",37590,"HOXD13","EPHA4",1
"32847",37591,"SMAD4","LOC100523367",1
"32848",37592,"LOC100625778","LOC100620745",1
"32849",37593,"LOC100625778","LOC100525150",1
"32850",37594,"LOC100625778","LOC100524978",1
"32851",37595,"LOC100738189","LOC100625778",1
"32852",37596,"Sox8","VNN1",1
"32853",37597,"GLI2","LOC100626520",1
"32854",37598,"LOC100525814","LOC100525814",1
"32855",37599,"","BMP7",1
"32856",37600,"NR2E1","GFAP",1
"32857",37601,"LOC100152544","LOC100523107",1
"32858",37602,"","GATA1",1
"32859",37603,"","LOC100521731",1
"32860",37604,"LOC100738917","NPY",1
"32861",37605,"LOC100738917","AGRP",1
"32862",37606,"DMTF1","AREG",1
"32863",37607,"DMTF1","EGR1",1
"32864",37608,"DMTF1","",1
"32865",37609,"LOC100625305","MYOM1",1
"32866",37610,"LOC100625305","Dlx5",1
"32867",37611,"LOC100625305","Dlx6",1
"32868",37612,"LOC100625305","CKM",1
"32869",37613,"LOC100521691","LOC100519993",1
"32870",37614,"TFAP2D","Bhlhe23",1
"32871",37615,"TFAP2D","POU4F3",1
"32872",37616,"LOC100519927","TNF",1
"32873",37617,"TBX20","TBX2",1
"32874",37618,"LOC100513081","MSX1",1
"32875",37619,"HEY1","LOC100737965",1
"32876",37620,"","Afmid",1
"32877",37621,"","TDO",1
"32878",37623,"BCL6","GLI1",1
"32879",37624,"BCOR","ARID3A",-1
"32880",37626,"BCOR","GLI1",-1
"32881",37627,"BCOR","",-1
"32882",37628,"LOC100626975","LOC100739113",1
"32883",37639,"","LOC100152957",-1
"32884",37640,"CREB1","LOC100522725",1
"32885",37641,"CREB1","FOXO3",1
"32886",37642,"CREB1","MRPL49",1
"32887",37643,"CREB1","LOC100737680",1
"32888",37644,"CREB1","LOC100522783",1
"32889",37645,"CREB1","OXNAD1",1
"32890",37646,"CREB1","LOC100524308",1
"32891",37647,"CREB1","LOC100737714",1
"32892",37648,"LOC100738967","ERCC1",1
"32893",37649,"CTNNB1","Hilpda",1
"32894",37650,"CTNNB1","TGIF1",1
"32895",37651,"DNMT3A","FOXP3",-1
"32896",37652,"","FOXP3",1
"32897",37653,"EGR1","FOXP3",1
"32898",37654,"LOC100524949","",1
"32899",37655,"EP300","",1
"32900",37656,"EP300","IL9",1
"32901",37657,"EP300","SMAD7",1
"32902",37658,"EP300","LOC100519210",1
"32903",37659,"EP300","TNF",1
"32904",37660,"LOC100737684","Afmid",1
"32905",37661,"LOC100737684","Foxc1",1
"32906",37662,"LOC100737684","Gsg1",1
"32907",37663,"LOC100737684","LOC100155995",1
"32908",37664,"LOC100737684","TDO",1
"32909",37665,"LOC100737684","TNIP1",1
"32910",37666,"LOC100737684","LOC100155989",1
"32911",37667,"EZH2","LOC100737516",-1
"32912",37668,"EZH2","GPR26",-1
"32913",37669,"EZH2","LOC100518782",-1
"32914",37670,"EZH2","LOC100518969",-1
"32915",37671,"EZH2","",-1
"32916",37672,"EZH2","LOC100157662",-1
"32917",37673,"EZH2","HOXD10",-1
"32918",37674,"EZH2","HOXD13",-1
"32919",37675,"EZH2","HOXD3",-1
"32920",37676,"EZH2","LOC100517431",-1
"32921",37677,"EZH2","NME1",-1
"32922",37678,"EZH2","ONECUT1",-1
"32923",37679,"EZH2","PARP12",-1
"32924",37680,"EZH2","RNF19B",-1
"32925",37681,"EZH2","LOC100154087",-1
"32926",37682,"EZH2","",-1
"32927",37683,"EZH2","TMEM200A",-1
"32928",37684,"FOS","Foxc1",1
"32929",37685,"FOS","FOXO3",1
"32930",37686,"FOS","",1
"32931",37687,"FOXA1","Foxc1",1
"32932",37688,"FOXO1","FOXP3",1
"32933",37689,"FOXO3","FOXO3",1
"32934",37690,"FOXO3","IKZF2",1
"32935",37691,"FOXO3","MSTN",1
"32936",37692,"FOXO3","LOC100157995",1
"32937",37693,"FOXP3","CD101",1
"32938",37694,"FOXP3","IGSF3",1
"32939",37695,"FOXP3","IKZF2",1
"32940",37696,"FOXP3","IL-6",-1
"32941",37697,"FOXP3","IL9",1
"32942",37698,"FOXP3","Nfkb1",1
"32943",37699,"FOXP3","NPR1",1
"32944",37700,"FOXP3","",1
"32945",37701,"FOXP3","TGFB1",1
"32946",37702,"","ACTR6",1
"32947",37703,"","Aurkaip1",1
"32948",37704,"","BCAS3",1
"32949",37705,"","",1
"32950",37706,"","",1
"32951",37707,"","MLL5",1
"32952",37708,"","NCOA3",1
"32953",37709,"","LOC100626323",1
"32954",37710,"","VAPB",1
"32955",37711,"","ZNF217",1
"32956",37712,"","RAG-1",-1
"32957",37713,"LOC100521667","EHMT2",-1
"32958",37714,"LOC100521667","",-1
"32959",37715,"HDAC3","SMAD7",1
"32960",37716,"HIF1A","LOC100153642",1
"32961",37717,"LOC100624472","Foxc1",1
"32962",37718,"LOC100624472","FOXO3",1
"32963",37719,"LOC100624472","",1
"32964",37720,"LOC100624472","TNFSF15",1
"32965",37721,"KAT2B","FOXP3",1
"32966",37722,"","LOC100155583",-1
"32967",37723,"","Actbl2",-1
"32968",37724,"","Calm4",-1
"32969",37725,"","CAV1",-1
"32970",37726,"","CDC14A",-1
"32971",37727,"","CHST3",-1
"32972",37728,"","CLDN1",-1
"32973",37729,"","DNAJB12",-1
"32974",37730,"","LOC100524949",-1
"32975",37731,"","LOC100512961",-1
"32976",37732,"","FST",-1
"32977",37733,"","Pald1",-1
"32978",37734,"","PTGIS",-1
"32979",37735,"","SPDEF",-1
"32980",37736,"","",-1
"32981",37737,"","LOC100514950",-1
"32982",37738,"Klf14","FOXP3",1
"32983",37739,"LOC100738982","FOXP3",1
"32984",37740,"KLF6","CCL8",1
"32985",37741,"KLF6","NFKBIA",1
"32986",37742,"LOC100518227","IL7R",1
"32987",37743,"LOC100524967","FOXP3",-1
"32988",37744,"MED1","LOC100153642",1
"32989",37745,"MED1","",1
"32990",37746,"MED1","STC2",1
"32991",37747,"MED12","FOXP3",1
"32992",37748,"LOC100737822","LOC100153642",1
"32993",37749,"LOC100738207","EHMT2",1
"32994",37750,"","ACTR6",1
"32995",37751,"","Aurkaip1",1
"32996",37752,"","BCAS3",1
"32997",37753,"","",1
"32998",37754,"","MLL5",1
"32999",37755,"","NCOA3",1
"33000",37756,"","LOC100626323",1
"33001",37757,"","ZNF217",1
"33002",37758,"Myc","LOC100515264",1
"33003",37759,"Myc","CCR4",1
"33004",37760,"Myc","VPS72",1
"33005",37761,"LOC100518190","Cdh5",1
"33006",37763,"NCOA1","LOC100526226",1
"33007",37764,"","LOC100522725",-1
"33008",37765,"","HK1",-1
"33009",37766,"","MRPL49",-1
"33010",37767,"","LOC100737680",-1
"33011",37768,"","LOC100522783",-1
"33012",37769,"","OXNAD1",-1
"33013",37770,"","LOC100736786",-1
"33014",37771,"","LOC100623255",-1
"33015",37772,"","LOC100524308",-1
"33016",37773,"","LOC100737714",-1
"33017",37774,"LOC733643","LOC100623255",-1
"33018",37775,"LOC100736829","FOXP3",1
"33019",37776,"LOC100736829","LOC100152347",1
"33020",37777,"Nfkb1","LGALS1",1
"33021",37778,"LOC100525290","HK1",1
"33022",37779,"LOC100525290","LOC100736786",1
"33023",37780,"NR1H3","HK1",1
"33024",37781,"NR1H3","LOC100736786",1
"33025",37782,"PRMT5","SMAD7",-1
"33026",37783,"LOC396709","Foxc1",1
"33027",37784,"LOC396709","",1
"33028",37785,"LOC396709","LOC100520162",1
"33029",37786,"RARG","Foxc1",1
"33030",37787,"RARG","",1
"33031",37788,"Rxra","CYP24A1",1
"33032",37789,"LOC100621221","FOXP3",-1
"33033",37790,"LOC100621221","LOC100038019",-1
"33034",37791,"SIN3B","CDK4",-1
"33035",37792,"SIN3B","LOC100737210",-1
"33036",37793,"SIN3B","LOC100518046",-1
"33037",37794,"SIRT1","GLI1",-1
"33038",37795,"SIRT1","LOC100739264",-1
"33039",37796,"Ski","",1
"33040",37797,"","FOXO3",1
"33041",37798,"SMAD4","Tbx6",1
"33042",37799,"Snai1","CCL8",-1
"33043",37800,"Snai1","CCL5",-1
"33044",37801,"SP1","FOXP3",1
"33045",37802,"LOC100519513","LOC100519210",1
"33046",37803,"LOC100519513","LOC100038019",1
"33047",37804,"","KLF2",1
"33048",37805,"SRSF2","LOC100621968",-1
"33049",37806,"SRSF2","AURKB",-1
"33050",37807,"SRSF2","Col1a1",-1
"33051",37808,"SRSF2","",-1
"33052",37809,"SRSF2","",-1
"33053",37810,"SRSF2","",-1
"33054",37812,"SRSF2","SRSF1",-1
"33055",37813,"SRSF2","SRSF2",-1
"33056",37814,"SRSF2","LOC100518189",-1
"33057",37815,"SRSF2","LOC100522394",-1
"33058",37816,"LOC100738308","",1
"33059",37817,"STAT3","FOXP3",1
"33060",37818,"STAT3","LOC100518227",1
"33061",37819,"LOC100627682","LOC100737922",1
"33062",37820,"LOC100522831","SMAD7",1
"33063",37821,"","FOXP3",1
"33064",37822,"TCF7L2","TGIF1",1
"33065",37823,"TFAP2A","FOXP3",1
"33066",37824,"TFAP2A","",1
"33067",37825,"TFAP2C","FOXA1",1
"33068",37826,"TFAP2C","Foxc1",1
"33069",37827,"TFAP2C","",1
"33070",37828,"Trim28","IFNG",1
"33071",37829,"VDR","Col1a1",1
"33072",37830,"LOC100622418","SFN",1
"33073",37831,"","LOC100515264",1
"33074",37832,"","CCR4",1
"33075",37833,"","Foxg1",1
"33076",37834,"","ODC",1
"33077",37835,"","LOC100511501",1
"33078",37836,"","Tmem11",1
"33079",37837,"","VPS72",1
"33080",37838,"LOC100739669","EHMT2",-1
"33081",37839,"LOC100739669","",-1
"33082",37840,"LOC100620610","IFNG",-1
"33083",37841,"LOC100738308","IL12B",1
"33084",37842,"TP53","LOC100736851",-1
"33085",37843,"TP53","FNTB",1
"33086",37844,"TP53","",1
"33087",37845,"TP53","",1
"33088",37846,"CREB1","CTNNB1",1
"33089",37847,"CREB1","MYF5",1
"33090",37848,"CREB1","",1
"33091",37849,"CREB1","BCL2L1",1
"33092",37850,"CREB1","PKM",1
"33093",37851,"PPARGC-1","LOC100523020",1
"33094",37852,"PPARGC-1","LOC100624067",1
"33095",37854,"PPARGC-1","FOXO3",-1
"33096",37855,"PPARGC-1","LOC100739542",1
"33097",37856,"PPARGC-1","PPARGC-1",1
"33098",37857,"PPARGC-1","Nfkb1",-1
"33099",37858,"PPARGC-1","SOD2",1
"33100",37859,"SIRT1","PPARGC-1",1
"33101",37860,"SIRT1","SOD2",1
"33102",37861,"TEF1","LOC100520993",1
"33103",37862,"TEF1","LOC100738589",1
"33104",37863,"TEF1","MYF5",1
"33105",37864,"TEF1","FOXO3",1
"33106",37865,"TEF1","FOXM1",1
"33107",37866,"","GOT1",1
"33108",37867,"","",1
"33109",37868,"LOC100523307","NOR-1",-1
"33110",37869,"LOC100523307","Cebpd",1
"33111",37870,"LOC100523307","Rxra",1
"33112",37871,"LOC100523307","CEBPA",1
"33113",37872,"LOC100523307","",-1
"33114",37873,"LOC100523307","NR2F2",1
"33115",37874,"LOC100523307","NR4A2",-1
"33116",37875,"LOC100523307","NCOA1",1
"33117",37876,"LOC100523307","HNF4A",1
"33118",37877,"HES1","MYOD1",-1
"33119",37878,"HES1","LOC100523307",-1
"33120",37879,"HES1","RCAN1",-1
"33121",37880,"LOC100521667","HES1",-1
"33122",37881,"LOC100521667","KLK1",-1
"33123",37882,"","PKM",1
"33124",37883,"LOC100624472","RCAN1",1
"33125",37884,"LOC100624472","GOT1",1
"33126",37885,"GATA-6","",1
"33127",37886,"POU5F1","DNMT1",1
"33128",37887,"POU5F1","GATA4",-1
"33129",37888,"POU5F1","PAX6",-1
"33130",37889,"NANOG","DNMT1",1
"33131",37890,"NANOG","PAX6",-1
"33132",37891,"NANOG","FOXA2",-1
"33133",37892,"NANOG","LOC100154087",-1
"33134",37893,"STAT5A","LOC100621339",1
"33135",37894,"STAT5A","IRF5_TV1",1
"33136",37895,"STAT5A","LOC100515788",1
"33137",37896,"STAT5A","LOC100737768",1
"33138",37897,"Mzf1","LOC100154395",1
"33139",37898,"Mzf1","CCN2",1
"33140",37899,"LOC100736716","",1
"33141",37900,"Cebpd","",1
"33142",37901,"MAML1","LOC100625778",1
"33143",37902,"TCF4","SOX9",1
"33144",37903,"RB1","Itga10",1
"33145",37904,"SP1","RHO",1
"33146",37905,"LOC100737684","LOC100518274",-1
"33147",37906,"LOC100737684","LOC100152567",-1
"33148",37907,"LOC100737684","Scn1a",-1
"33149",37908,"LOC100737684","SCN9A",-1
"33150",37909,"LOC100737684","Scn11a",-1
"33151",37910,"LOC100737684","LOC100522189",1
"33152",37911,"LOC100737684","",1
"33153",37912,"LOC100736643","SCN9A",1
"33154",37913,"AR","SCN9A",1
"33155",37914,"AR","ERG",1
"33156",37915,"ESR2","Scn1a",-1
"33157",37916,"ESR2","SCN9A",-1
"33158",37917,"ESR2","LOC100518274",-1
"33159",37918,"ESR2","Scn11a",-1
"33160",37919,"FOXO1","FBXO32",1
"33161",37920,"LOC100524323","DPYD",1
"33162",37923,"","",-1
"33163",37924,"GLI1","LOC100518190",1
"33164",37925,"GLI1","HHIP",1
"33165",37926,"LOC100737965","",1
"33166",37927,"LOC100737965","",1
"33167",37928,"LOC100625778","LOC100518256",1
"33168",37929,"LOC100625778","LOC100620700",1
"33169",37930,"LOC100625778","BCL11B",1
"33170",37931,"LOC100625778","PIN1",1
"33171",37932,"LOC100625778","LOC100516641",1
"33172",37933,"LOC100625778","FABP7",1
"33173",37934,"LOC100625778","PPARG",1
"33174",37935,"LOC100625778","HOXA5",1
"33175",37936,"LOC100625778","IL7R",1
"33176",37937,"LOC100625778","Tcf12",1
"33177",37938,"LOC100625778","IL2RA",1
"33178",37939,"LOC100625778","LOC100625778",1
"33179",37940,"LOC100625778","LOC100738589",1
"33180",37941,"LOC100625778","SKP2",1
"33181",37942,"LOC100516888","LOC100738589",1
"33182",37943,"LOC100516888","LOC100518190",-1
"33183",37944,"LOC100622418","LOC100520993",1
"33184",37945,"LOC100622418","Fstl3",1
"33185",37946,"MYOG","Itga7",1
"33186",37947,"MYOG","LOC100623143",-1
"33187",37948,"HEY1","LOC100625305",-1
"33188",37949,"LOC100511065","LOC100737684",-1
"33189",37950,"LOC100521411","MLC2V",1
"33190",37951,"LOC100621221","TERT",-1
"33191",37952,"RELA","COMT",-1
"33192",37953,"Nupr1","",1
"33193",37954,"","HYOU1",1
"33194",37955,"BCL3","MDM2",1
"33195",37956,"","C920025E04Rik",1
"33196",37957,"LOC100625312","FCER2",-1
"33197",37958,"NFIL3","LOC100736999",-1
"33198",37959,"LOC100620437","RHO",1
"33199",37960,"EGR1","LOC100515336",1
"33200",37961,"EGR1","COL4A2",1
"33201",37962,"EGR1","COLL11A1",1
"33202",37963,"EGR1","COL7A1",1
"33203",37964,"EGR1","COL10A1",1
"33204",37965,"","EGR1",-1
"33205",37966,"","EGR3",-1
"33206",37967,"","EGR2",-1
"33207",37968,"","TNFSF10",-1
"33208",37969,"Purb","",-1
"33209",37970,"ERG","LOC100738625",-1
"33210",37971,"ERG","EZH2",1
"33211",37972,"ERG","Myc",1
"33212",37973,"CDX2","VIL1",1
"33213",37974,"Myc","Itga7",-1
"33214",37975,"LOC100524967","BDNF",-1
"33215",37976,"LOC100625305","MYF6",1
"33216",37977,"LOC100625305","LOC100737032",1
"33217",37978,"LOC100625305","",1
"33218",37979,"LOC100625305","LOC100621981",1
"33219",37980,"GATA1","HBE1",-1
"33220",37981,"GATA1","",1
"33221",37982,"LOC100518969","",1
"33222",37983,"","PITX2",1
"33223",37984,"","FGFR4",1
"33224",37985,"LOC100526226","LOC100622056",-1
"33225",37986,"LOC100526226","LOC100525290",-1
"33226",37987,"LOC100526226","ESR2",-1
"33227",37988,"LOC100526226","",-1
"33228",37989,"Pax7","MYF5",1
"33229",37990,"MYOD1","",1
"33230",37991,"MYOD1","Itga7",1
"33231",37992,"MYOD1","FST",1
"33232",37993,"RCOR1","LOC100515171",-1
"33233",37994,"FOXO3","LOC100625778",-1
"33234",37995,"FOXO3","",-1
"33235",37996,"LOC100622397","LOC100153846",1
"33236",37997,"SRF","CNN1",1
"33237",37998,"LOC100738589","LOC100627974",1
"33238",37999,"LOC396709","",-1
"33239",38000,"LOC396709","RXRG",1
"33240",38001,"LOC396709","",-1
"33241",38002,"IRF3","IL-6",1
"33242",38003,"SMARCD3","MYOG",1
"33243",38004,"","LOC100737032",1
"33244",38005,"","MYF6",1
"33245",38006,"","",1
"33246",38007,"","LOC100621981",1
"33247",38008,"","DES",1
"33248",38009,"PITX2","Tbx1",-1
"33249",38010,"LOC100738718","",1
"33250",38011,"LOC100738718","LOC100621981",1
"33251",38012,"LOC100738718","LOC100737032",1
"33252",38013,"GLI2","HHIP",1
"33253",38015,"FOXA1","AR",-1
"33254",38016,"NFYB","Gch1",1
"33255",38017,"SMARCB1","LOC100739007",1
"33256",38019,"POU2F1","LOC100737032",1
"33257",38020,"POU2F1","",1
"33258",38021,"POU2F1","LOC100621981",1
"33259",38022,"POU2F1","HOXD10",1
"33260",38023,"POU2F1","Hoxd11",1
"33261",38024,"FGF2","BMP2",1
"33262",38025,"FGF2","TGFB1",1
"33263",38026,"FGF2","LOC100515788",-1
"33264",38027,"FGF2","LOC100737768",-1
"33265",38028,"FGF2","ENPP1",1
"33266",38029,"FGF2","ANKH",1
"33267",38030,"FGF2","",-1
"33268",38031,"","LOC100516641",1
"33269",38032,"NR2F2","LOC100523307",1
"33270",38033,"ELF1","IL2RA",1
"33271",38034,"LOC100738982","Hbb-bh1",1
"33272",38035,"","",1
"33273",38036,"LOC100525647","Gch1",1
"33274",38037,"LOC100627682","KLF2",1
"33275",38038,"LOC100627682","PPARG",1
"33276",38039,"LOC100627682","LOC100624946",1
"33277",38040,"LOC100627682","",1
"33278",38041,"LOC100627682","Chil1",1
"33279",38042,"LOC100627682","PPARGC-1",1
"33280",38043,"USF1","POMC",1
"33281",38044,"FOXO4","TRIM63",1
"33282",38045,"NFATC2","FST",1
"33283",38046,"NFATC2","IL-6",1
"33284",38047,"Tcf12","",1
"33285",38048,"LOC100737711","LOC100737226",1
"33286",38049,"LOC100737711","IGF1",1
"33287",38050,"ASXL1","CDKN2B",1
"33288",38051,"Foxo6","FBXO32",1
"33289",38052,"Foxo6","TRIM63",1
"33290",38053,"LOC100627430","Gch1",1
"33291",38054,"LOC100737226","",-1
"33292",38055,"SIX4","Gm7866",1
"33293",38056,"LOC100523029","",1
"33294",38057,"MITF","MCT7",1
"33295",38058,"LOC100626275","VIL1",1
"33296",38059,"","LOC100523307",-1
"33297",38060,"KLF11","HBE1",1
"33298",38061,"KLF11","Hbb-bh1",1
"33299",38062,"LOC100511298","",1
"33300",38063,"LOC100517204","",1
"33301",38064,"NFATC3","IL-6",1
"33302",38065,"LOC100738061","",1
"33303",38066,"LOC100738061","HBE1",-1
"33304",38067,"EPAS1","LOC100515788",1
"33305",38068,"EPAS1","LOC100737768",1
"33306",38069,"ETV6","LOC100515788",1
"33307",38070,"ETV6","LOC100737768",1
"33308",38071,"NFE2","HBE1",1
"33309",38073,"LOC100738992","GDF5",-1
"33310",38074,"","CDK1",-1
"33311",38075,"","UHRF1",-1
"33312",38076,"","PPARG",-1
"33313",38077,"Snai1","SERPINE1",1
"33314",38078,"Snai1","PLAU",1
"33315",38079,"CEBPA","",-1
"33316",38080,"CEBPA","CXCL12",1
"33317",38083,"SP1","TNFSF15",1
"33318",38084,"IRF2","IL10",1
"33319",38085,"IRF2","CCL5",1
"33320",38086,"IRF2","IL-6",1
"33321",38087,"IRF2","TNFSF10",1
"33322",38088,"IRF2","CXCL10",1
"33323",38089,"IRF2","LOC100622159",1
"33324",38090,"IRF1","LOC100622159",1
"33325",38094,"STAT3","CCL5",1
"33326",38095,"STAT3","IL-5",1
"33327",38096,"STAT3","IL4",-1
"33328",38097,"STAT3","IL-1beta",1
"33329",38098,"STAT3","IL13",1
"33330",38099,"STAT3","LOC100621027",1
"33331",38100,"STAT3","CXCL12",1
"33332",38102,"STAT3","LOC100628187",1
"33333",38103,"STAT3","IL17F",1
"33334",38104,"RELA","",1
"33335",38105,"RELA","CCL17",1
"33336",38106,"RELA","LOC100620730",1
"33337",38107,"RELA","LOC100152038",1
"33338",38108,"RELA","LOC100522695",1
"33339",38109,"RELA","LOC100621027",1
"33340",38112,"RELA","IL19",1
"33341",38113,"RELA","IL15",1
"33342",38115,"LOC100738308","Gm21104",1
"33343",38116,"LOC100738308","LOC100621027",1
"33344",38118,"","CCL4",-1
"33345",38119,"","Il1f6",1
"33346",38120,"Nfkb1","IL28B",1
"33347",38121,"Nfkb1","",1
"33348",38122,"Nfkb1","IL9",1
"33349",38123,"Nfkb1","LOC100522695",1
"33350",38126,"STAT5B","IL10",1
"33351",38127,"STAT5B","CSF2",1
"33352",38128,"STAT5B","TNFSF10",1
"33353",38129,"STAT5B","IL9",1
"33354",38130,"STAT5B","IL13",-1
"33355",38132,"STAT5A","IL-5",1
"33356",38133,"STAT5A","IL13",-1
"33357",38135,"VDR","IFNG",1
"33358",38137,"VDR","",1
"33359",38138,"VDR","AMCF-II",-1
"33360",38139,"Rxra","IL10",1
"33361",38140,"Rxra","IL2",1
"33362",38141,"Rxra","IL12B",1
"33363",38142,"Rxra","",-1
"33364",38143,"Rxra","TNFSF10",1
"33365",38144,"Rxra","LOC100037976",1
"33366",38145,"HMGA1","CXCL12",1
"33367",38147,"","IL9",1
"33368",38148,"","TNFSF4",1
"33369",38149,"","LOC100737468",1
"33370",38150,"LOC100627430","IL10",-1
"33371",38151,"LOC100627430","IL4",1
"33372",38152,"LOC100627430","LOC100037976",1
"33373",38153,"NFYB","IL10",1
"33374",38154,"NFYB","IL4",-1
"33375",38155,"NFYB","LOC100037976",1
"33376",38156,"LOC100525647","IL10",1
"33377",38157,"LOC100525647","LOC100037976",-1
"33378",38158,"","CSF2",1
"33379",38159,"","IL4",1
"33380",38160,"","IL12B",-1
"33381",38161,"","TNFSF13B",1
"33382",38162,"","IL21",1
"33383",38163,"","LOC100524265",1
"33384",38164,"","CCL1",1
"33385",38165,"","LOC100628187",1
"33386",38166,"Spib","TNFSF10",1
"33387",38167,"Spib","LOC100622266",1
"33388",38168,"","TNF",1
"33389",38169,"","IFNB1",1
"33390",38170,"","IL12B",-1
"33391",38171,"","Il23a",1
"33392",38172,"","IL21",1
"33393",38174,"","IL12A",1
"33394",38176,"","LOC100622266",-1
"33395",38177,"","",1
"33396",38178,"","TNFSF13B",1
