"","X","source","target","weight"
"24293",28063,"SATB1","",-1
"24294",28064,"","LOC100519979",1
"24295",28065,"NR1H3","S100A9",1
"24296",28066,"MYST2","",1
"24297",28067,"LOC100625305","LOC100626961",1
"24298",28068,"LOC100625305","LOC100525179",1
"24299",28069,"NCOA1","LOC100626961",1
"24300",28070,"NCOA1","LOC100525179",1
"24301",28072,"MLXIP","",1
"24302",28073,"STAT5A","ABL1",1
"24303",28074,"LOC100152845","AR",1
"24304",28075,"DNMT3A","KLF2",-1
"24305",28076,"LOC100521989","LOC100512932",1
"24306",28077,"LOC100521989","LOC100737113",1
"24307",28078,"Klf14","FGFR1",1
"24308",28079,"EZH2","HAND1",-1
"24309",28080,"EZH2","TBX21",-1
"24310",28081,"EZH2","",-1
"24311",28082,"STAT3","BECN1",-1
"24312",28083,"Snai1","LOC100625072",-1
"24313",28084,"","FABP7",1
"24314",28087,"","FGF21",1
"24315",28088,"CAR","FOXO1",-1
"24316",28089,"CAR","LOC100623143",-1
"24317",28090,"LOC100739669","LOC100737684",-1
"24318",28091,"LOC100737684","SLC9A3R2",1
"24319",28092,"NCOA1","SLC9A3R2",1
"24320",28093,"VDR","PTH1R",1
"24321",28094,"IRF7","LOC100518643",1
"24322",28095,"SP1","WNT9A",1
"24323",28096,"STAT3","LOC100524615",1
"24324",28097,"","",1
"24325",28098,"","FN1",1
"24326",28099,"ARID1A","SMARCA1",1
"24327",28100,"LMO2","",1
"24328",28101,"NFIL3","LOC100520993",1
"24329",28102,"AR","LOC100520993",1
"24330",28103,"","TSH-BETA",1
"24331",28104,"HNF1B","LOC100626636",1
"24332",28105,"TP53","LOC100625158",1
"24333",28106,"TP53","CTNND1",1
"24334",28107,"LOC100526130","LOC100520667",1
"24335",28108,"","FOXA1",1
"24336",28109,"","FOXA1",1
"24337",28110,"LOC100526130","ABCA1",1
"24338",28111,"FOXA2","ABCA1",-1
"24339",28112,"AR","Cebpd",1
"24340",28113,"Cebpd","AR",1
"24341",28114,"","LOC100624946",1
"24342",28115,"LOC100523307","PPARG",1
"24343",28116,"KLF2","",1
"24344",28117,"RORC","LOC100127164",-1
"24345",28118,"PBX1","PAX6",1
"24346",28119,"","MYOD1",-1
"24347",28120,"","T",1
"24348",28121,"","",1
"24349",28122,"ZBTB16","LOC100623143",1
"24350",28123,"ZBTB16","Cdkn2a",1
"24351",28124,"ZBTB16","SP1",1
"24352",28125,"ZBTB16","TP53",1
"24353",28126,"LOC733643","LOC100623143",-1
"24354",28127,"LOC100625312","HSPA5",-1
"24355",28128,"KLF13","IL4",1
"24356",28129,"STAT5A","LOC100625039",1
"24357",28130,"LOC100738308","LOC100524932",-1
"24358",28131,"Myt1","KDM1A",-1
"24359",28132,"Myt1","PTEN",-1
"24360",28133,"Jund","",1
"24361",28134,"NFE2L2","",1
"24362",28135,"FOS","",1
"24363",28136,"LOC100524448","LOC100524448",1
"24364",28137,"Myc","LOC100154421",1
"24365",28138,"Myc","",1
"24366",28139,"LEF1","",-1
"24367",28140,"PDX1","CPE",1
"24368",28141,"PDX1","INSR",1
"24369",28142,"","CPE",1
"24370",28143,"AR","LOC100520763",1
"24371",28144,"","LOC100520763",-1
"24372",28145,"Myc","LOC100511417",1
"24373",28146,"STAT3","LOC100737755",1
"24374",28147,"HSF1","LOC100625914",1
"24375",28148,"","ERN1",1
"24376",28151,"TP53","LOC100520143",1
"24377",28152,"MYB","Gjb2",1
"24378",28153,"","CYP19A1",1
"24379",28154,"FOXO1","",1
"24380",28155,"LOC100521411","BMP2",1
"24381",28156,"IRF6","CXCL14",1
"24382",28157,"IRF6","TLR2",1
"24383",28158,"IRF6","IRAK1",1
"24384",28159,"IRF6","",1
"24385",28160,"IRF6","CCL5",1
"24386",28162,"LMO2","LOC100515788",1
"24387",28163,"LOC100623338","LOC100737214",1
"24388",28165,"PITX2","NPR1",1
"24389",28166,"LOC100520079","LOC100622593",1
"24390",28167,"Snai1","",-1
"24391",28168,"","FGF21",1
"24392",28169,"KLF3","LOC100737768",1
"24393",28170,"GLI1","PDGFRB",1
"24394",28172,"LOC100513211","ZNF423",1
"24395",28173,"ZNF423","LOC100513211",1
"24396",28174,"LOC100625305","HNRNPD",1
"24397",28175,"NFKB2_TV2","HES1",1
"24398",28176,"","HES1",1
"24399",28177,"HES1","Gadd45a",1
"24400",28178,"LOC100738308","Gadd45a",1
"24401",28179,"DNMT3A","TNFRSF12A",-1
"24402",28180,"NFKB2_TV2","CSF2",1
"24403",28181,"REL","CSF2",1
"24404",28182,"MLXIP","BSG",1
"24405",28183,"Myc","BSG",1
"24406",28185,"LOC100738308","LOC100515628",1
"24407",28186,"LOC100153846","",1
"24408",28187,"MLXIP","",1
"24409",28188,"LOC100737684","KCNMB1",1
"24410",28189,"","GNRH1",1
"24411",28190,"","HSD17B8",1
"24412",28191,"","IGF1",1
"24413",28192,"","KISS1",1
"24414",28194,"","TAC3",1
"24415",28195,"AR","GNRH1",1
"24416",28196,"AR","HSD17B8",1
"24417",28197,"AR","KISS1",1
"24418",28199,"AR","TAC3",1
"24419",28200,"ARNT","GNRH1",1
"24420",28201,"ARNT","HSD17B8",1
"24421",28202,"ARNT","IGF1",1
"24422",28203,"ARNT","KISS1",1
"24423",28205,"ARNT","TAC3",1
"24424",28206,"LOC100737684","GNRH1",1
"24425",28207,"ESR2","GNRH1",1
"24426",28208,"ESR2","HSD17B8",1
"24427",28209,"ESR2","KISS1",1
"24428",28211,"ESR2","TAC3",1
"24429",28212,"STAT5B","GNRH1",1
"24430",28213,"STAT5B","HSD17B8",1
"24431",28214,"STAT5B","KISS1",1
"24432",28216,"STAT5B","TAC3",1
"24433",28217,"NCOA3","TNF",1
"24434",28219,"EZH2","NFE2L2",-1
"24435",28220,"NFE2L2","FGFR1",1
"24436",28221,"NFE2L2","KRT27",1
"24437",28222,"NFE2L2","ME3",1
"24438",28223,"ZBTB16","IL4",1
"24439",28224,"GATA4","DLL1",1
"24440",28225,"LOC100624946","NAMPT",1
"24441",28226,"PPARD","NAMPT",1
"24442",28227,"LOC100625305","LOC100037976",1
"24443",28231,"LOC100624472","CDX2",1
"24444",28232,"STAT3","CDX2",1
"24445",28236,"LOC100737684","LOC100519902",1
"24446",28237,"LOC100738625","Akt1",1
"24447",28238,"LOC100738308","PARK7",1
"24448",28239,"","SHH",1
"24449",28240,"LOC100626520","SHH",1
"24450",28241,"LOC100524949","POU5F1",-1
"24451",28242,"MYB","",1
"24452",28243,"MYB","LOC100518251",1
"24453",28245,"ETV4","POU5F1",1
"24454",28246,"CTCFL","",1
"24455",28247,"LOC100521731","",-1
"24456",28248,"SP1","ROBO4",1
"24457",28251,"KLF3","ITGB7",1
"24458",28252,"","PLA2G16",1
"24459",28253,"TP53","PLA2G16",1
"24460",28254,"Foxc2","CDH1",1
"24461",28255,"LOC100523635","CDH1",1
"24462",28256,"TP53","Jdp2",-1
"24463",28257,"LOC100738115","GFAP",1
"24464",28258,"LOC100525796","",-1
"24465",28259,"LOC100525796","LOC100738877",-1
"24466",28260,"","",1
"24467",28261,"","MAP1S",1
"24468",28262,"MYOG","MEGF10",1
"24469",28263,"LOC100624472","Jund",1
"24470",28264,"Tbx1","Tbx1",1
"24471",28265,"NOR-1","Tbx1",1
"24472",28266,"LOC100521411","LOC100155208",1
"24473",28267,"LOC100737684","LOC100738862",1
"24474",28268,"Hivep3","IL17A",1
"24475",28269,"GATA2","RC3H1",1
"24476",28270,"REL","RC3H1",1
"24477",28271,"LOC100738308","RC3H1",1
"24478",28272,"STAT3","RC3H1",1
"24479",28273,"RBPJ","CRTC1",1
"24480",28275,"LOC100625312","IL10",1
"24481",28276,"","IL10",1
"24482",28277,"FOXO1","GLUL",1
"24483",28278,"XBP1","RBFOX2",1
"24484",28279,"BCL11A","",1
"24485",28280,"","LOC100522341",1
"24486",28281,"","",1
"24487",28282,"LOC100737711","LOC100522341",1
"24488",28283,"LOC100737711","",1
"24489",28284,"LOC100522341","BCL11A",1
"24490",28285,"LOC100522341","",1
"24491",28286,"LOC100623591","CRYBB1",-1
"24492",28287,"LOC100623591","LOC100520667",1
"24493",28288,"MLXIP","PAX6",1
"24494",28289,"NR4A2","HSD3B1",1
"24495",28290,"","LOC100623148",-1
"24496",28291,"","TPI1",1
"24497",28292,"HIF1A","PRDX3",1
"24498",28293,"LOC100623591","",1
"24499",28294,"","CATSPER1",1
"24500",28295,"SOX9","CATSPER1",1
"24501",28296,"LOC100513560","FGF10",1
"24502",28298,"","KLF17",1
"24503",28299,"TP53","KLF17",1
"24504",28300,"KLF17","LOC100738589",-1
"24505",28301,"KLF17","LOC100525150",-1
"24506",28302,"KLF17","SERPINE1",-1
"24507",28303,"LOC100624697","LOC100622195",-1
"24508",28304,"LOC100621006","LOC100622195",-1
"24509",28305,"Hbp1","BTG1",-1
"24510",28306,"MLXIP","BTG1",1
"24511",28308,"Myc","BTG1",1
"24512",28310,"LOC100624472","PENK",1
"24513",28311,"FOS","PENK",1
"24514",28312,"HIF1A","LEPR",1
"24515",28313,"","STAT3",1
"24516",28317,"LOC100521603","LOC100738589",1
"24517",28318,"LOC100521603","",1
"24518",28319,"TBX21","IL15",1
"24519",28320,"STAT3","LOC100521706",1
"24520",28321,"ZBTB7A","PKM",-1
"24521",28322,"ZBTB7A","",-1
"24522",28323,"ELK3","LOC100621099",1
"24523",28327,"LOC100737684","BAX",1
"24524",28328,"","LOC100524323",1
"24525",28330,"LOC100624349","FGF2",1
"24526",28331,"","FGF2",1
"24527",28336,"LOC100522504","PRL",1
"24528",28338,"AR","PRL",1
"24529",28339,"Mnt","IL-1beta",-1
"24530",28341,"LOC396709","LAMB1",1
"24531",28342,"RARG","LAMB1",1
"24532",28344,"MYF6","MYOG",1
"24533",28345,"LOC100519456","ACTB",1
"24534",28346,"HES1","",1
"24535",28347,"NFIX","TAT",1
"24536",28348,"","",1
"24537",28349,"TFAP2A","SCD",1
"24538",28350,"LOC100518227","RASA1",1
"24539",28351,"T","LOC100521514",1
"24540",28352,"Myc","LOC100518190",1
"24541",28354,"","PADI4",1
"24542",28355,"FOS","PADI4",1
"24543",28356,"","CAMK4",1
"24544",28357,"LOC100525580","LOC100622588",1
"24545",28359,"TFAP2A","LOC100621117",1
"24546",28360,"TFAP2A","LOC100515788",1
"24547",28361,"TEAD2","",1
"24548",28363,"Myc","LOC100523725",1
"24549",28364,"Myc","FGFR1",1
"24550",28365,"TFAP2A","LOC100523725",1
"24551",28367,"TBX15","Serpina1d",-1
"24552",28369,"Pou2f2","LOC100515788",1
"24553",28371,"","SLA-DQB1",1
"24554",28372,"","LOC100623668",1
"24555",28373,"","Serpina1d",1
"24556",28374,"LOC100523307","CYP1A1",1
"24557",28375,"HR","LOC100621099",1
"24558",28376,"HR","DLD",1
"24559",28377,"LOC100738095","LOC100739773",1
"24560",28378,"","LOC100621099",1
"24561",28379,"E4F1","",1
"24562",28380,"","IL2RG",1
"24563",28381,"","LOC100517927",1
"24564",28382,"","LOC100522672",1
"24565",28385,"","LOC100622588",1
"24566",28386,"TP63","LOC100622588",1
"24567",28387,"","",1
"24568",28388,"HR","LOC100524219",1
"24569",28390,"FOS","PLAT",1
"24570",28392,"LHX8","IL2RA",1
"24571",28393,"NFKB2_TV2","IL2RA",1
"24572",28394,"FOS","MYB",1
"24573",28397,"NEUROD1","TNF",1
"24574",28398,"LOC100517563","",1
"24575",28399,"LOC100526130","",1
"24576",28400,"LOC100526130","Lpp",1
"24577",28401,"","",1
"24578",28402,"","Lpp",1
"24579",28403,"PGR","LYZ",1
"24580",28404,"SP1","SERPINC1",1
"24581",28405,"","IFNG",1
"24582",28406,"USF1","LOC100627396",1
"24583",28408,"CEBPZ","",1
"24584",28409,"Maf","MIF",1
"24585",28410,"Myc","IFNB1",1
"24586",28411,"Myc","Rnasel",1
"24587",28412,"","IFNB1",1
"24588",28413,"LOC100738095","",1
"24589",28414,"LOC100738095","",1
"24590",28415,"","",1
"24591",28416,"","LOC100623668",1
"24592",28417,"ZBTB7A","IL-5",-1
"24593",28418,"LOC100624472","RHO",1
"24594",28419,"LOC100738594","LOC100515788",1
"24595",28420,"","TKT",1
"24596",28421,"LOC100517249","TKT",1
"24597",28422,"Myc","CD79A",1
"24598",28423,"Myc","LOC100737938",1
"24599",28424,"PITX2","HTR2A",1
"24600",28425,"CREB3","TNFSF14",1
"24601",28426,"Hbp1","TNFSF14",-1
"24602",28427,"AR","TNFRSF1B",1
"24603",28428,"LOC100624472","NTS",1
"24604",28429,"LOC100523307","NTS",1
"24605",28430,"TFAP2A","Fabp4",1
"24606",28431,"TP53","CD40",1
"24607",28432,"POU3F2","C920025E04Rik",1
"24608",28433,"POU3F2","TYR",-1
"24609",28434,"USF1","POU3F2",1
"24610",28435,"TP53","PLAT",1
"24611",28436,"Gm1862","PCNA",1
"24612",28437,"HMGA1","CXCL14",1
"24613",28438,"REL","LOC100515419",1
"24614",28439,"SP1","SLC2A2",1
"24615",28441,"TP53","CKM",1
"24616",28442,"LOC100525580","CSN2",1
"24617",28443,"","TAF1A",1
"24618",28444,"","TAF1B",1
"24619",28445,"","LOC100737999",1
"24620",28446,"LOC100621582","TAF1A",1
"24621",28447,"HR","LOC100623607",1
"24622",28448,"LOC100512363","CAMK4",1
"24623",28449,"Jdp2","IGBP1",-1
"24624",28450,"TP53","LOC100739691",1
"24625",28452,"LOC100624472","DCN",-1
"24626",28453,"ELK1","SST",1
"24627",28454,"","",1
"24628",28455,"CREB1","",1
"24629",28456,"LOC100621341","LOC100520993",1
"24630",28457,"LOC100621341","LOC100623607",1
"24631",28458,"LOC100525580","CFTR",1
"24632",28459,"Cebpd","CFTR",1
"24633",28460,"","ENO2",-1
"24634",28462,"RELA","LOC100521706",1
"24635",28463,"MYB","CD34",1
"24636",28464,"IRF1","ICAM-1",1
"24637",28465,"Myc","LOC100622266",1
"24638",28466,"","KRT8",1
"24639",28467,"LOC100738308","FOS",1
"24640",28468,"LOC100738308","LOC100626465",1
"24641",28469,"LOC100517563","LOC100739533",1
"24642",28470,"LOC100624472","LOC100153273",1
"24643",28471,"RELA","LOC100739005",1
"24644",28473,"LOC396710","LOC100739773",1
"24645",28474,"STAT3","PRL",1
"24646",28475,"STAT3","CSN2",1
"24647",28476,"STAT5A","A2M",1
"24648",28478,"Nfkb1","",1
"24649",28479,"AR","LOC100736750",1
"24650",28481,"","OAT",1
"24651",28483,"SP1","OAT",1
"24652",28484,"TFAP2A","OAT",1
"24653",28485,"","CD34",1
"24654",28486,"MYB","",1
"24655",28487,"FOXA2","IGFBP1",1
"24656",28488,"FOXM1","IGFBP1",1
"24657",28490,"","KRT18",1
"24658",28491,"LOC100524615","MBP",1
"24659",28492,"POU1F1","GHR",1
"24660",28494,"LOC100153846","LOC100519979",1
"24661",28495,"LOC100526130","Igf2",1
"24662",28496,"LOC100624472","LOC100739773",1
"24663",28497,"SP1","KRT18",1
"24664",28499,"","CD19",1
"24665",28500,"","LOC100738189",1
"24666",28501,"","LOC100522779",1
"24667",28503,"LOC100525580","LOC100739773",1
"24668",28504,"SP1","LGALS3",1
"24669",28505,"LOC100522894","CYP7A1",1
"24670",28506,"TP53","Uts2r",1
"24671",28510,"HNF1A","PDIA6",1
"24672",28511,"LOC100624946","LOC100620705",1
"24673",28512,"PPARG","LOC100620705",1
"24674",28513,"SP1","",1
"24675",28514,"HMGA1","IL4",1
"24676",28515,"HNF4A","F7",1
"24677",28516,"REL","SELP",1
"24678",28517,"BCL3","SELP",1
"24679",28518,"Nfkb1","SELP",1
"24680",28519,"NFKB2_TV2","SELP",1
"24681",28520,"","LOC100738589",1
"24682",28521,"WT1","MYB",-1
"24683",28522,"EGR1","MYB",-1
"24684",28523,"SP1","MYB",1
"24685",28524,"TFAP2B","",1
"24686",28525,"","LOC100623625",1
"24687",28526,"NR1I2","LOC100523377",1
"24688",28527,"","FGF2",1
"24689",28529,"NFATC2","",1
"24690",28530,"NFATC2","",1
"24691",28531,"NR0B1","IL2",-1
"24692",28532,"CEBPA","CSF2",1
"24693",28533,"","CSF2",1
"24694",28536,"Tcf12","NGR",1
"24695",28537,"Tcf12","TNFRSF1B",1
"24696",28538,"NFIL3","IFNG",1
"24697",28540,"","CD34",1
"24698",28541,"","HSPA9",1
"24699",28542,"HR","FCGR1A",1
"24700",28543,"SP1","LOC100515788",1
"24701",28544,"LOC100512363","TSHR",1
"24702",28545,"FOS","",1
"24703",28546,"TFAP2A","FABP1",1
"24704",28547,"TFAP2A","LOC100739542",1
"24705",28548,"FOS","ZFP36L1",1
"24706",28550,"TFAP2A","NF1",1
"24707",28551,"Mzf1","CD34",1
"24708",28552,"LOC100624946","Gm3934",-1
"24709",28553,"BCLAF1","LOC100517918",1
"24710",28554,"LOC100516083","",-1
"24711",28555,"HNF4A","",1
"24712",28556,"LOC100627430","LOC100524308",1
"24713",28557,"Tcf12","ID2",1
"24714",28558,"LOC100512227","ID2",1
"24715",28559,"LOC100154087","FGF4",1
"24716",28562,"FOXM1","PROC",1
"24717",28563,"","KCNA1",1
"24718",28564,"LOC100627430","KCNA1",1
"24719",28565,"NFYB","KCNA1",1
"24720",28566,"GATA4","IL-5",1
"24721",28567,"","PRKACA",1
"24722",28568,"LOC100621629","CDKN2B",1
"24723",28571,"LOC100153751","CXCL14",1
"24724",28572,"LOC100522504","Pdlim7",1
"24725",28574,"WT1","EGR1",-1
"24726",28575,"","IL-1beta",1
"24727",28576,"STAT3","LOC100738211",1
"24728",28577,"SP1","ACTB",1
"24729",28578,"SP1","LOC100620648",1
"24730",28579,"SP1","PRPH",1
"24731",28580,"SP1","",1
"24732",28581,"LOC100520162","LOC100519635",1
"24733",28582,"LOC100738718","LOC100736898",1
"24734",28586,"SRF","LOC100516998",1
"24735",28587,"","Spib",1
"24736",28588,"LOC396710","CRABP2",1
"24737",28589,"MYOD1","HBEGF",1
"24738",28590,"MYOD1","ASS1",1
"24739",28596,"Pou2f2","H2-Ea-ps",1
"24740",28597,"Pou2f2","IFNG",1
"24741",28598,"LOC100737684","LOC100621099",1
"24742",28599,"FOS","LOC100621099",1
"24743",28600,"FOS","CDH1",1
"24744",28602,"SP1","LOC100525179",1
"24745",28603,"TFAP2A","LOC100525179",1
"24746",28605,"SRF","IL2RA",1
"24747",28606,"","IL2RA",1
"24748",28607,"SP1","RELA",1
"24749",28608,"SP1","LOC100737768",1
"24750",28609,"C-ERBA-B1","",1
"24751",28611,"","",-1
"24752",28614,"NFIX","LOC100737768",1
"24753",28615,"","FETUIN",1
"24754",28625,"LOC100525580","Gm3934",1
"24755",28626,"","Gm3934",1
"24756",28628,"LOC396710","ICAM-1",1
"24757",28629,"Rxra","ICAM-1",1
"24758",28630,"LOC396709","ICAM-1",1
"24759",28631,"AR","LOC100522672",1
"24760",28632,"LOC100624472","HBEGF",1
"24761",28633,"IRF1","AGTR2",1
"24762",28634,"IRF2","AGTR2",1
"24763",28635,"LOC100736829","FCGR2B",1
"24764",28639,"Tcf12","LOC100525179",1
"24765",28640,"TP53","ABL1",1
"24766",28641,"AR","MBP",1
"24767",28642,"PURA","MBP",1
"24768",28643,"LOC100523307","ICAM-1",-1
"24769",28644,"LOC100155518","ADH4",-1
"24770",28645,"MSX1","MYOD1",-1
"24771",28646,"MYOD1","",1
"24772",28647,"LOC100627430","",1
"24773",28648,"SP1","PTGFR",1
"24774",28649,"ZNF174","LOC100626465",-1
"24775",28650,"ZNF174","TGFB1",-1
"24776",28651,"LOC100625315","IL2",-1
"24777",28652,"LOC100621341","GAP43",1
"24778",28653,"LOC100621341","MAP2",1
"24779",28656,"SP1","ABL1",1
"24780",28657,"","ABL1",1
"24781",28658,"TFAP2A","ABL1",1
"24782",28659,"TFAP2A","LOC100623303",1
"24783",28660,"Dlx4","IGFBP1",-1
"24784",28661,"HNF1A","IGFBP1",1
"24785",28662,"HNF1B","IGFBP1",1
"24786",28663,"PGR","IGFBP4",1
"24787",28664,"Tcf12","RHO",1
"24788",28666,"MYB","CSF2",1
"24789",28670,"LOC100738095","IGFBP1",1
"24790",28671,"LOC100525580","IGFBP1",1
"24791",28672,"SP1","PLP1",1
"24792",28673,"IRF6","PLP1",1
"24793",28674,"MYOG","FOS",-1
"24794",28675,"LOC100513081","Ins2",1
"24795",28676,"POU1F1","LOC100524822",1
"24796",28677,"WT1","LOC396709",1
"24797",28678,"","Myc",-1
"24798",28679,"","CHRNA3",1
"24799",28682,"","CYP2E1",1
"24800",28683,"LOC100738095","CYP2E1",1
"24801",28684,"HNF1B","CYP2E1",1
"24802",28685,"LOC100517563","SULT2A1",1
"24803",28686,"GATA4","SERPINH1",1
"24804",28687,"LOC100525383","NPPA",1
"24805",28688,"MYB","LOC100516641",1
"24806",28689,"","LOC100516641",1
"24807",28690,"","LOC100516641",1
"24808",28691,"","MYB",1
"24809",28692,"","RB1",1
"24810",28694,"","PCNA",1
"24811",28695,"Myc","LOC100624130",1
"24812",28696,"LOC100738718","MYF6",1
"24813",28697,"MYOG","MYF6",1
"24814",28698,"","MYF6",1
"24815",28699,"STAT5A","EPO",1
"24816",28700,"USF1","BGLAP",1
"24817",28701,"PITX2","PNMT",1
"24818",28702,"SP1","NEFL",1
"24819",28703,"TFAP2A","NEFL",1
"24820",28704,"TFAP2A","LOC100512911",1
"24821",28705,"EGR1","Bloc1s3",1
"24822",28706,"","AKR1A1",1
"24823",28707,"LOC100525580","AKR1A1",1
"24824",28708,"USF1","AKR1A1",1
"24825",28710,"APEX1","TRPV6",1
"24826",28711,"LOC100155518","CAR",-1
"24827",28712,"","Myc",1
"24828",28713,"LOC100624472","Atp6ap1",1
"24829",28714,"LOC100624472","Mrap",1
"24830",28715,"PAX6","LOC733653",1
"24831",28716,"USF1","Cryaa",1
"24832",28717,"FOXA1","LOC100623111",1
"24833",28718,"FOXA2","LOC100623111",1
"24834",28719,"LOC100523307","PENK",1
"24835",28720,"LOC100511417","LOC100738224",1
"24836",28721,"","LOC100623111",1
"24837",28722,"BCL11A","GP91-PHOX",1
"24838",28723,"LOC100622994","",-1
"24839",28727,"NFIX","",1
"24840",28729,"TEF1","LOC100738034",-1
"24841",28730,"","IL9",1
"24842",28731,"Myc","IL9",1
"24843",28732,"SP1","ME1",1
"24844",28733,"LOC100624946","Rps14",-1
"24845",28734,"FOS","",1
"24846",28735,"","",1
"24847",28736,"WT1","IGF1",-1
"24848",28737,"TFAP2A","LOC100523307",1
"24849",28738,"LOC100738308","KITLG",1
"24850",28740,"STAT5A","KITLG",1
"24851",28742,"","LOC100623668",1
"24852",28744,"ELF1","PCK1",1
"24853",28746,"","IBSP",1
"24854",28747,"LOC100525580","SST",1
"24855",28748,"","SST",1
"24856",28749,"Jund","IL1A",1
"24857",28750,"Nfkb1","",1
"24858",28751,"MSX1","BGLAP",1
"24859",28752,"LOC100627430","",1
"24860",28753,"LOC100525647","",1
"24861",28754,"","JAK1",1
"24862",28755,"","JAK2",1
"24863",28756,"LOC100523307","INSR",1
"24864",28758,"","",1
"24865",28759,"LOC100621341","POU5F1",-1
"24866",28761,"","IGF1",1
"24867",28762,"","",1
"24868",28763,"EGR1","LOC100621099",-1
"24869",28764,"LOC396709","TSH-BETA",1
"24870",28765,"RXRB","TSH-BETA",1
"24871",28766,"HR","",1
"24872",28767,"Myc","",1
"24873",28769,"HNF1B","LOC100515523",-1
"24874",28770,"CEBPA","LOC100515523",1
"24875",28771,"LOC100738095","LOC100515523",1
"24876",28772,"LOC100738095","HP",1
"24877",28773,"HNF1B","HP",1
"24878",28775,"LOC100736643","INA",1
"24879",28776,"LOC100522504","INA",1
"24880",28777,"LOC100522504","POU4F3",1
"24881",28778,"POU4F3","INA",1
"24882",28779,"MYF5","LOC100738718",1
"24883",28780,"MYF6","LOC100738718",1
"24884",28781,"MYF6","MYF5",1
"24885",28782,"MYOD1","MYF6",1
"24886",28783,"MYOG","LOC100738718",1
"24887",28784,"","LOC100517918",1
"24888",28786,"Nfkb1","Cntn2",1
"24889",28787,"FOXA1","LOC100625914",1
"24890",28788,"LOC100624472","LOC100625914",1
"24891",28790,"LOC100624472","CASP1",1
"24892",28791,"LOC100737684","LOC100518302",1
"24893",28792,"HMGA1","IL2RA",1
"24894",28794,"NR1I2","GUSB",1
"24895",28795,"FOS","RB1",1
"24896",28796,"","",1
"24897",28798,"","",1
"24898",28799,"FOS","A2M",1
"24899",28800,"STAT3","LOC100626465",1
"24900",28801,"GATA1","LOC100521989",1
"24901",28802,"AR","Pdlim7",1
"24902",28804,"HNF1A","PROC",1
"24903",28805,"GATA1","Hbb-bh1",1
"24904",28806,"Yy1","Hbb-bh1",-1
"24905",28807,"Pou2f2","RPN1",1
"24906",28808,"","LOC100621221",1
"24907",28809,"MXD1","LOC100621221",-1
"24908",28810,"Dlx4","LOC100519764",-1
"24909",28811,"GATA1","WT1",1
"24910",28812,"RARG","PAM",1
"24911",28813,"RARG","",1
"24912",28815,"LOC100516014","EPO",1
"24913",28816,"LOC100621341","EPO",-1
"24914",28817,"NR2F2","EPO",1
"24915",28818,"NR0B1","EPO",-1
"24916",28819,"LOC100624472","POMC",1
"24917",28820,"FOS","IGF1",1
"24918",28821,"LOC100519635","LOC100519635",1
"24919",28822,"Nfkb1","CD2",1
"24920",28823,"Nfkb1","LOC100515419",1
"24921",28824,"Myc","LTA",1
"24922",28825,"HNF1A","ANPEP",1
"24923",28826,"Pou2f2","LOC100738422",1
"24924",28827,"Fosb","LOC100738422",1
"24925",28837,"LOC100523307","SST",1
"24926",28838,"LOC100517431","CDH1",1
"24927",28839,"LOC100512489","GCLC",1
"24928",28840,"LOC100520162","L1CAM",1
"24929",28841,"FOXP3","APOA2",1
"24930",28843,"HES1","CCL8",1
"24931",28845,"REL","PREB",1
"24932",28846,"LOC100517431","LOC100517431",1
"24933",28848,"LOC100525580","ADRA1D",1
"24934",28849,"RELA","F3",1
"24935",28850,"","SLC2A2",1
"24936",28852,"FOS","",1
"24937",28853,"LOC100624472","",1
"24938",28854,"USF1","MLC2V",1
"24939",28855,"LOC100738612","PENK",1
"24940",28856,"","BAX",1
"24941",28857,"","LOC100738877",1
"24942",28858,"HNF1A","HNF1A",1
"24943",28859,"LOC100624472","LOC100523602",1
"24944",28860,"PDX1","ABCC8",1
"24945",28861,"FOS","FAP",1
"24946",28862,"PBX1","PTHLH",1
"24947",28863,"POU2F1","LOC100627512",1
"24948",28864,"NR5A2","KL",1
"24949",28865,"NR5A2","Uqcrb",1
"24950",28866,"","LOC100621099",1
"24951",28867,"LOC100525580","LOC100157073",1
"24952",28868,"LOC100520162","ACTB",1
"24953",28869,"ELF4","CCNG1",1
"24954",28872,"REL","IFNG",1
"24955",28875,"","LOC100521706",1
"24956",28877,"","LOC100623668",1
"24957",28880,"","",1
"24958",28881,"ARNTL","C920025E04Rik",1
"24959",28882,"STAT2","LOC100736623",1
"24960",28883,"","H2-Ea-ps",1
"24961",28884,"","GFAP",1
"24962",28887,"RUNX1","LOC100739007",1
"24963",28888,"TP53","",-1
"24964",28889,"","RLF",1
"24965",28890,"MYB","LCK",1
"24966",28892,"LOC100525580","INSR",1
"24967",28893,"LOC100523307","DBH",1
"24968",28895,"MYBL1","CD34",1
"24969",28897,"RBPJ","TERT",1
"24970",28898,"","Pdlim7",1
"24971",28899,"Spib","TERT",1
"24972",28901,"CREB1","LDHA",1
"24973",28902,"SP1","LDHA",1
"24974",28903,"HNF1B","",1
"24975",28904,"HNF4A","LOC396709",1
"24976",28906,"","LOC100517918",1
"24977",28907,"","HFM1",1
"24978",28909,"LOC100738612","PRKACA",1
"24979",28910,"LOC396710","LOC100620928",1
"24980",28911,"LOC396709","RBP2",1
"24981",28912,"LOC396710","RBP2",1
"24982",28913,"RARG","RBP2",1
"24983",28914,"RXRB","RBP2",-1
